gene_symbol,disease_name,disease_id,score,num_pmids,num_snps,disease_type,disease_classes,disease_vocabularies,gene_ncbi_id,gene_ensembl_ids,gene_protein_ids,gene_protein_class,year_initial,year_final,association_id
IL2,Asthma,C0004096,1.0,54,0,disease,Immune System Diseases (C20); Respiratory Tract Diseases (C08); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the respiratory system (02086); Abnormality of the immune system (02715),ICD10_J45; MESH_D001249; ICD10_J45.9; HPO_HP:0002099; NCI_C28397; ICD9CM_493; ICD9CM_493.9; DO_2841; DO_9360; DO_9415; MONDO_0004979; UMLS_C0004096,3558,ENSG00000109471,P60568,N/A,1990.0,2024.0,5309735
IL2,melanoma,C0025202,0.95,313,0,disease,Skin and Connective Tissue Diseases (C17); Neoplasms (C04); Neoplastic Process (T191); disease of cellular proliferation (14566); Neoplasm (02664),MESH_D008545; HPO_HP:0002861; NCI_C3224; DO_1909; DO_8923; MONDO_0005105; EFO_0000756; UMLS_C0025202,3558,ENSG00000109471,P60568,N/A,1981.0,2025.0,30391244
IL2,HIV Infections,C0019693,0.95,141,0,disease,Infections (C01); Urogenital Diseases (C12); Immune System Diseases (C20); Disease or Syndrome (T047); disease by infectious agent (0050117),MESH_D015658; ICD10_B20-B24.9; ICD10_B24; ICD9CM_042; NCI_C3108; ICD9CM_042-042.99; DO_526; DO_635; MONDO_0005109; EFO_0000764; UMLS_C0019693,3558,ENSG00000109471,P60568,N/A,1985.0,2025.0,25106173
IL2,"Dermatitis, Atopic",C0011615,0.95,27,0,disease,"Skin and Connective Tissue Diseases (C17); Immune System Diseases (C20); Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the immune system (02715); Abnormality of the integument (01574)",MESH_D003876; ICD10_L20; ICD10_L20.9; OMIM_603165; HPO_HP:0001047; DO_3310; MONDO_0004980; MONDO_0100178; EFO_0000274; UMLS_C0011615,3558,ENSG00000109471,P60568,N/A,1989.0,2023.0,15291476
IL2,Graft-vs-Host Disease,C0018133,0.9,41,0,disease,Immune System Diseases (C20); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D006086; ICD9CM_279.5; ICD9CM_279.50; NCI_C3063; ORDO_39812; DO_0081267; MONDO_0013730; UMLS_C0018133,3558,ENSG00000109471,P60568,N/A,1991.0,2021.0,20277459
IL2,COVID-19 Virus Disease,C5203670,0.9,33,0,disease,Infections (C01); Respiratory Tract Diseases (C08); Disease or Syndrome (T047); disease by infectious agent (0050117),MESH_D000086382; NCI_C171133; DO_0080600; MONDO_0100096; UMLS_C5203670,3558,ENSG00000109471,P60568,N/A,2020.0,2025.0,115168383
IL2,Alzheimer's Disease,C0002395,0.9,27,0,disease,Mental Disorders (F03); Nervous System Diseases (C10); Disease or Syndrome (T047); disease of anatomical entity (7); genetic disease (630); Abnormality of the nervous system (00707),MESH_D000544; ICD10_G30; ICD10_G30.9; NCI_C2866; OMIM_104300; ICD9CM_331.0; OMIM_516000; HPO_HP:0002511; DO_10652; DO_11870; DO_0110035; DO_0110037; DO_0110038; DO_0110039; DO_0110041; DO_0110043; DO_0110044; DO_0110045; DO_0110046; DO_0110047; DO_0110048; MONDO_0007089; MONDO_0004975; MONDO_0011401; MONDO_0011561; MONDO_0011647; MONDO_0011777; MONDO_0012321; MONDO_0012344; MONDO_0012609; MONDO_0012630; MONDO_0012631; MONDO_0011194; UMLS_C0002395,3558,ENSG00000109471,P60568,N/A,1988.0,2025.0,5110940
IL2,Squamous cell carcinoma of the head and neck,C1168401,0.9,15,0,disease,Neoplasms (C04); Neoplastic Process (T191); disease of cellular proliferation (14566),OMIM_275355; NCI_C34447; OMIM_603612; MESH_D000077195; DO_2876; DO_5515; DO_5520; MONDO_0010150; EFO_0000181; UMLS_C1168401,3558,ENSG00000109471,P60568,N/A,1987.0,2012.0,85330038
IL2,Alopecia Areata,C0002171,0.9,10,0,disease,Skin and Connective Tissue Diseases (C17); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D000506; ICD10_L63; ICD10_L63.9; ICD9CM_704.01; DO_986; MONDO_0005340; EFO_0004192; UMLS_C0002171,3558,ENSG00000109471,P60568,N/A,1988.0,2024.0,5074062
IL2,leukemia,C0023418,0.85,57,0,disease,Neoplasms (C04); Hemic and Lymphatic Diseases (C15); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of blood and blood-forming tissues (01871); Abnormality of the immune system (02715),MESH_D007938; ICD10_C95; ICD10_C95.9; HPO_HP:0001909; NCI_C3161; ICD9CM_208.9; ICD9CM_208; DO_1240; MONDO_0005059; EFO_0000565; UMLS_C0023418,3558,ENSG00000109471,P60568,N/A,1981.0,2021.0,30063139
IL2,Schizophrenia,C0036341,0.85,47,0,disease,Mental Disorders (F03); Mental or Behavioral Dysfunction (T048); disease of mental health (150); Abnormality of the nervous system (00707),MESH_D012559; ICD10_F20; ICD10_F20.9; OMIM_181500; ICD9CM_295.90; HPO_HP:0100753; NCI_C3362; ICD9CM_295.9; ICD9CM_295; DO_5419; MONDO_0005090; UMLS_C0036341,3558,ENSG00000109471,P60568,N/A,1989.0,2024.0,40289353
IL2,Liver carcinoma,C2239176,0.85,34,0,disease,Neoplasms (C04); Digestive System Diseases (C06); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the digestive system (25031),ICD10_C22.0; MESH_D006528; OMIM_114550; NCI_C3099; HPO_HP:0001402; ORDO_88673; DO_3571; DO_684; MONDO_0007256; EFO_0000182; EFO_0000762; EFO_1000256; UMLS_C2239176,3558,ENSG00000109471,P60568,N/A,1989.0,2023.0,100201098
IL2,Glioma,C0017638,0.85,22,0,disease,Neoplasms (C04); Neoplastic Process (T191); disease of cellular proliferation (14566); Abnormality of the nervous system (00707); Neoplasm (02664),MESH_D005910; NCI_C3059; HPO_HP:0009733; ORDO_182067; DO_3070; DO_5076; MONDO_0021042; MONDO_0100342; EFO_0005543; UMLS_C0017638,3558,ENSG00000109471,P60568,N/A,1987.0,2020.0,20235734
IL2,Glioblastoma,C0017636,0.85,22,0,disease,Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),MESH_D005909; NCI_C129295; ORDO_360; DO_3068; DO_3074; MONDO_0018177; EFO_0000519; UMLS_C0017636,3558,ENSG00000109471,P60568,N/A,1987.0,2022.0,20206855
IL2,Graves Disease,C0018213,0.85,21,0,disease,Endocrine System Diseases (C19); Eye Diseases (C11); Immune System Diseases (C20); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the endocrine system (00818),MESH_D006111; OMIM_275000; NCI_C3071; HPO_HP:0100647; DO_12361; DO_7997; MONDO_0005364; MONDO_0100489; EFO_0004237; UMLS_C0018213,3558,ENSG00000109471,P60568,N/A,1988.0,2021.0,20284537
IL2,Squamous cell carcinoma,C0007137,0.85,14,0,disease,Neoplasms (C04); Neoplastic Process (T191); disease of cellular proliferation (14566); Abnormality of the integument (01574); Neoplasm (02664),MESH_D002294; NCI_C2929; HPO_HP:0002860; DO_1749; MONDO_0005096; EFO_0000707; UMLS_C0007137,3558,ENSG00000109471,P60568,N/A,1988.0,2009.0,10388970
IL2,Behcet Syndrome,C0004943,0.85,13,0,disease,"Eye Diseases (C11); Skin and Connective Tissue Diseases (C17); Cardiovascular Diseases (C14); Stomatognathic Diseases (C07); Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Disease or Syndrome (T047); disease of anatomical entity (7)",MESH_D001528; ICD10_M35.2; OMIM_109650; NCI_C34416; ICD9CM_136.1; ORDO_117; DO_13241; MONDO_0007191; EFO_0003780; UMLS_C0004943,3558,ENSG00000109471,P60568,N/A,1986.0,2020.0,5421100
IL2,Immune thrombocytopenic purpura,C0398650,0.85,10,0,disease,"Immune System Diseases (C20); Hemic and Lymphatic Diseases (C15); Pathological Conditions, Signs and Symptoms (C23); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of blood and blood-forming tissues (01871); Abnormality of the immune system (02715)",MESH_D016553; ICD10_D69.3; OMIM_188030; NCI_C3446; ICD9CM_287.31; HPO_HP:0001973; ORDO_3002; DO_8924; MONDO_0008558; EFO_0007160; UMLS_C0398650,3558,ENSG00000109471,P60568,N/A,1991.0,2024.0,70291075
IL2,Acquired Immunodeficiency Syndrome,C0001175,0.8,36,0,disease,Urogenital Diseases (C12); Infections (C01); Immune System Diseases (C20); Disease or Syndrome (T047); disease by infectious agent (0050117),MESH_D000163; NCI_C2851; ORDO_310050; DO_526; DO_635; MONDO_0012268; MONDO_0017769; EFO_0000765; UMLS_C0001175,3558,ENSG00000109471,P60568,N/A,1983.0,2006.0,5013850
IL2,Malignant neoplasm of urinary bladder,C0005684,0.8,23,0,disease,Urogenital Diseases (C12); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),ICD10_C67; ICD10_C67.9; MESH_D001749; OMIM_109800; ICD9CM_188.9; NCI_C9334; ICD9CM_188; DO_11054; DO_4007; MONDO_0001187; EFO_1000129; UMLS_C0005684,3558,ENSG00000109471,P60568,N/A,1987.0,2025.0,10004746
IL2,Fever,C0015967,0.8,18,0,phenotype,"Pathological Conditions, Signs and Symptoms (C23); Sign or Symptom (T184); Abnormality of metabolism/homeostasis (01939)",MESH_D005334; ICD10_R50.9; ICD9CM_780.60; HPO_HP:0001945; NCI_C3038; UMLS_C0015967,3558,ENSG00000109471,P60568,N/A,1988.0,2023.0,20129560
IL2,Immunologic Deficiency Syndromes,C0021051,0.8,14,0,disease,Immune System Diseases (C20); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the immune system (02715),MESH_D007153; ICD10_D84.9; NCI_C39725; ICD9CM_279.3; HPO_HP:0002721; NCI_C3131; DO_612; MONDO_0003778; MONDO_0021094; UMLS_C0021051,3558,ENSG00000109471,P60568,N/A,1986.0,2012.0,25258832
IL2,Autoimmune Chronic Hepatitis,C0241910,0.8,6,0,disease,Digestive System Diseases (C06); Immune System Diseases (C20); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D019693; ICD9CM_571.42; DO_2048; MONDO_0016264; EFO_0005676; UMLS_C0241910,3558,ENSG00000109471,P60568,N/A,2011.0,2023.0,60066398
IL2,Bladder Neoplasm,C0005695,0.8,5,0,disease,Urogenital Diseases (C12); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the genitourinary system (00119),MESH_D001749; HPO_HP:0009725; NCI_C2901; DO_11054; MONDO_0001187; MONDO_0004987; EFO_0000294; UMLS_C0005695,3558,ENSG00000109471,P60568,N/A,1987.0,2009.0,10016276
IL2,Adult T-Cell Lymphoma/Leukemia,C0023493,0.75,65,0,disease,Immune System Diseases (C20); Neoplasms (C04); Hemic and Lymphatic Diseases (C15); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); disease by infectious agent (0050117),ICD10_C91.5; MESH_D015459; NCI_C3184; ORDO_86875; DO_0050523; MONDO_0019471; EFO_0000209; UMLS_C0023493,3558,ENSG00000109471,P60568,N/A,1983.0,2021.0,30167264
IL2,Mammary Neoplasms,C1458155,0.75,24,0,disease,Skin and Connective Tissue Diseases (C17); Neoplasms (C04); Neoplastic Process (T191); Abnormality of the breast (00769); Neoplasm (02664),MESH_D001943; HPO_HP:0100013; NCI_C2910; DO_1612; DO_3459; MONDO_0021100; EFO_0003869; UMLS_C1458155,3558,ENSG00000109471,P60568,N/A,1985.0,2024.0,90257134
IL2,Pain,C0030193,0.75,14,0,phenotype,"Pathological Conditions, Signs and Symptoms (C23); Psychological Phenomena (F02); Sign or Symptom (T184); Constitutional symptom (25142)",MESH_D010146; ICD10_R52.9; ICD9CM_338-338.99; HPO_HP:0012531; NCI_C3303; NCI_C25271; EFO_0003843; UMLS_C0030193,3558,ENSG00000109471,P60568,N/A,2000.0,2023.0,35382811
IL2,Anemia,C0002871,0.75,8,0,disease,Hemic and Lymphatic Diseases (C15); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of blood and blood-forming tissues (01871),MESH_D000740; ICD10_D64.9; ICD9CM_285.9; HPO_HP:0001903; NCI_C2869; DO_2355; MONDO_0002280; EFO_0004272; UMLS_C0002871,3558,ENSG00000109471,P60568,N/A,1993.0,2021.0,5182831
IL2,Nephrotic Syndrome,C0027726,0.75,7,0,disease,Urogenital Diseases (C12); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the genitourinary system (00119),MESH_D009404; ICD10_N04; ICD10_N04.9; HPO_HP:0000100; NCI_C34845; ICD9CM_581; DO_10966; DO_2590; DO_1184; MONDO_0005377; EFO_0004255; UMLS_C0027726,3558,ENSG00000109471,P60568,N/A,1994.0,2018.0,35183961
IL2,Lung Neoplasms,C0024121,0.75,7,0,disease,Neoplasms (C04); Respiratory Tract Diseases (C08); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the respiratory system (02086),MESH_D008175; HPO_HP:0100526; NCI_C3200; DO_3683; MONDO_0002732; MONDO_0021117; UMLS_C0024121,3558,ENSG00000109471,P60568,N/A,1995.0,2023.0,30238867
IL2,Brain Neoplasms,C0006118,0.75,7,0,disease,Nervous System Diseases (C10); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of the nervous system (00707); Neoplasm (02664),MESH_D001932; ICD9CM_239.6; HPO_HP:0030692; NCI_C2907; DO_1319; MONDO_0001657; MONDO_0021211; EFO_0003833; UMLS_C0006118,3558,ENSG00000109471,P60568,N/A,1984.0,2002.0,10060485
IL2,Liver neoplasms,C0023903,0.75,6,0,disease,Neoplasms (C04); Digestive System Diseases (C06); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the digestive system (25031),MESH_D008113; HPO_HP:0002896; DO_3571; DO_684; MONDO_0002691; EFO_1001513; UMLS_C0023903,3558,ENSG00000109471,P60568,N/A,1989.0,2012.0,30208008
IL2,Prostatic Neoplasms,C0033578,0.75,5,0,disease,Urogenital Diseases (C12); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the genitourinary system (00119),MESH_D011471; HPO_HP:0100787; NCI_C3343; DO_10283; MONDO_0008315; MONDO_0021259; UMLS_C0033578,3558,ENSG00000109471,P60568,N/A,1997.0,2008.0,40149793
IL2,"Neoplasm, Residual",C0242596,0.75,5,0,disease,"Neoplasms (C04); Pathological Conditions, Signs and Symptoms (C23); Neoplastic Process (T191)",MESH_D018365; NCI_C3896; UMLS_C0242596,3558,ENSG00000109471,P60568,N/A,1989.0,2012.0,60158215
IL2,Takayasu Arteritis,C0039263,0.75,3,0,disease,Skin and Connective Tissue Diseases (C17); Cardiovascular Diseases (C14); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D013625; ICD10_M31.4; OMIM_207600; NCI_C35062; ICD9CM_446.7; ORDO_3287; DO_2508; MONDO_0017991; EFO_1001857; UMLS_C0039263,3558,ENSG00000109471,P60568,N/A,1989.0,2006.0,45066757
IL2,Kidney Neoplasm,C0022665,0.7,7,0,disease,Neoplasms (C04); Urogenital Diseases (C12); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the genitourinary system (00119),MESH_D007680; HPO_HP:0009726; NCI_C3150; DO_263; MONDO_0002367; MONDO_0021163; EFO_0003865; UMLS_C0022665,3558,ENSG00000109471,P60568,N/A,1993.0,2009.0,30028420
IL2,"Lung Diseases, Interstitial",C0206062,0.7,2,0,disease,Respiratory Tract Diseases (C08); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D017563; ICD10_J84.9; NCI_C164315; ORDO_182095; DO_3082; MONDO_0015925; EFO_0004244; UMLS_C0206062,3558,ENSG00000109471,P60568,N/A,2010.0,2011.0,55092189
IL2,Glomerulonephritis,C0017658,0.65,6,0,disease,Urogenital Diseases (C12); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the genitourinary system (00119); Abnormality of the immune system (02715),MESH_D005921; HPO_HP:0000099; NCI_C26784; DO_10952; DO_2921; DO_557; MONDO_0002462; UMLS_C0017658,3558,ENSG00000109471,P60568,N/A,1992.0,2010.0,20254934
IL2,Squamous cell carcinoma of mouth,C0585362,0.65,6,0,disease,Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),MESH_D000077195; NCI_C4833; ORDO_502363; DO_0050866; DO_2876; DO_5515; DO_5520; MONDO_0004958; EFO_0000181; EFO_0000199; UMLS_C0585362,3558,ENSG00000109471,P60568,N/A,1989.0,2025.0,80004381
IL2,"Dermatitis, Allergic Contact",C0162820,0.65,5,0,disease,Skin and Connective Tissue Diseases (C17); Immune System Diseases (C20); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D017449; ICD10_L23; ICD10_L23.9; NCI_C26998; DO_3042; MONDO_0006525; EFO_1000668; UMLS_C0162820,3558,ENSG00000109471,P60568,N/A,2001.0,2024.0,55048532
IL2,Bullous pemphigoid,C0030805,0.65,5,0,disease,Immune System Diseases (C20); Skin and Connective Tissue Diseases (C17); Disease or Syndrome (T047); disease of anatomical entity (7),ICD10_L12.0; ICD10_L12; MESH_D010391; ICD10_L12.9; ICD9CM_694.5; NCI_C84389; NCI_C34908; ORDO_703; DO_8506; MONDO_0019082; EFO_0007187; UMLS_C0030805,3558,ENSG00000109471,P60568,N/A,1990.0,2024.0,40053389
IL2,Graves Ophthalmopathy,C0339143,0.65,3,0,disease,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Immune System Diseases (C20); Endocrine System Diseases (C19); Eye Diseases (C11); Disease or Syndrome (T047); disease of anatomical entity (7)",ICD10_H06.2; MESH_D049970; DO_0081120; DO_12359; MONDO_0018756; EFO_1001466; UMLS_C0339143,3558,ENSG00000109471,P60568,N/A,1989.0,2003.0,65238447
IL2,Pemphigus,C0030807,0.65,2,0,disease,Immune System Diseases (C20); Skin and Connective Tissue Diseases (C17); Disease or Syndrome (T047); disease of anatomical entity (7),ICD10_L10; MESH_D010392; ICD10_L10.9; ICD9CM_694.4; NCI_C34909; DO_0080850; DO_0060851; DO_9182; MONDO_0006594; EFO_1000749; UMLS_C0030807,3558,ENSG00000109471,P60568,N/A,1984.0,2001.0,40054276
IL2,Pancreatic Neoplasm,C0030297,0.65,1,0,disease,Digestive System Diseases (C06); Endocrine System Diseases (C19); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the digestive system (25031),MESH_D010190; HPO_HP:0002894; NCI_C3305; ORDO_180824; ORDO_217074; DO_1793; MONDO_0021040; MONDO_0009831; EFO_0003860; EFO_1000359; UMLS_C0030297,3558,ENSG00000109471,P60568,N/A,2025.0,2025.0,40000169
IL2,Hypotension,C0020649,0.6,9,0,phenotype,Cardiovascular Diseases (C14); Finding (T033); Abnormality of the cardiovascular system (01626),ICD10_I95; MESH_D007022; ICD10_I95.9; ICD9CM_458.9; HPO_HP:0002615; NCI_C3128; ICD9CM_458; MONDO_0005468; EFO_0005251; UMLS_C0020649,3558,ENSG00000109471,P60568,N/A,1987.0,2022.0,25246929
IL2,Malignant Glioma,C0555198,0.6,4,0,disease,Neoplasms (C04); Neoplastic Process (T191); disease of cellular proliferation (14566),MESH_D005910; NCI_C4822; ORDO_182067; DO_3070; DO_5076; MONDO_0021042; MONDO_0100342; EFO_0005543; UMLS_C0555198,3558,ENSG00000109471,P60568,N/A,1989.0,2011.0,75237835
IL2,Autistic Disorder,C0004352,0.6,4,0,disease,Mental Disorders (F03); Mental or Behavioral Dysfunction (T048); disease of mental health (150); Abnormality of the nervous system (00707),ICD10_F84.0; MESH_D001321; OMIM_209850; NCI_C97161; HPO_HP:0000717; ICD9CM_299.0; ORDO_106; DO_12849; MONDO_0005260; MONDO_0020836; EFO_0003756; EFO_0003758; UMLS_C0004352,3558,ENSG00000109471,P60568,N/A,1991.0,2008.0,5370393
IL2,Brain Injuries,C0270611,0.6,2,0,disease,Nervous System Diseases (C10); Injury or Poisoning (T037),MESH_D001930; NCI_C50440; DO_936; MONDO_0043510; UMLS_C0270611,3558,ENSG00000109471,P60568,N/A,1998.0,2013.0,60297757
IL2,"Scleroderma, Limited",C0748540,0.55,2,0,disease,Skin and Connective Tissue Diseases (C17); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D045745; ORDO_220407; DO_1577; MONDO_0016358; MONDO_0016359; EFO_1001017; UMLS_C0748540,3558,ENSG00000109471,P60568,N/A,2001.0,2007.0,80479552
IL2,Aortic Arch Syndromes,C0003490,0.55,1,0,disease,Cardiovascular Diseases (C14); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D001015; NCI_C34391; DO_2508; MONDO_0017991; EFO_1001857; UMLS_C0003490,3558,ENSG00000109471,P60568,N/A,2006.0,2006.0,5237647
IL2,Rhinitis,C0035455,0.55,1,0,disease,Infections (C01); Otorhinolaryngologic Diseases (C09); Respiratory Tract Diseases (C08); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of head or neck (00152),MESH_D012220; HPO_HP:0012384; NCI_C34986; DO_4483; MONDO_0003014; EFO_0008521; UMLS_C0035455,3558,ENSG00000109471,P60568,N/A,2006.0,2006.0,40260915
IL2,Amnesia,C0002622,0.55,1,0,disease,"Mental Disorders (F03); Pathological Conditions, Signs and Symptoms (C23); Behavior and Behavior Mechanisms (F01); Nervous System Diseases (C10); Mental or Behavioral Dysfunction (T048); disease of mental health (150)",MESH_D000647; NCI_C2867; DO_11037; DO_10914; MONDO_0001152; EFO_0001072; EFO_1001454; UMLS_C0002622,3558,ENSG00000109471,P60568,N/A,1993.0,1993.0,5153475
IL2,Anorexia,C0003123,0.5,2,0,disease,"Pathological Conditions, Signs and Symptoms (C23); Disease or Syndrome (T047); Abnormality of the digestive system (25031); Abnormality of the nervous system (00707)",ICD10_R63.0; MESH_D000855; ICD9CM_783.0; HPO_HP:0002039; NCI_C2875; UMLS_C0003123,3558,ENSG00000109471,P60568,N/A,1996.0,2001.0,5218552
IL2,Leukopenia,C0023530,0.5,2,0,disease,Hemic and Lymphatic Diseases (C15); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of blood and blood-forming tissues (01871); Abnormality of the immune system (02715),MESH_D007970; ICD9CM_288.50; HPO_HP:0001882; DO_615; MONDO_0003785; EFO_0004233; UMLS_C0023530,3558,ENSG00000109471,P60568,N/A,1993.0,2000.0,30174824
IL2,Paranoid Schizophrenia,C0036349,0.5,1,0,disease,Mental Disorders (F03); Mental or Behavioral Dysfunction (T048); disease of mental health (150),MESH_D012563; ICD10_F20.0; ICD9CM_295.30; NCI_C35006; ICD9CM_295.3; DO_1229; DO_778; MONDO_0001484; UMLS_C0036349,3558,ENSG00000109471,P60568,N/A,2013.0,2013.0,40303974
IL2,Vaginal Neoplasms,C0042258,0.5,1,0,disease,Urogenital Diseases (C12); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the genitourinary system (00119),MESH_D014625; HPO_HP:0100650; NCI_C3437; DO_119; MONDO_0001402; MONDO_0021050; EFO_1001447; UMLS_C0042258,3558,ENSG00000109471,P60568,N/A,2004.0,2004.0,45170538
IL2,Autoimmune Hepatitis with Centrilobular Necrosis,C1332355,0.45,2,0,disease,Disease or Syndrome (T047); disease of anatomical entity (7),NCI_C27778; DO_2048; MONDO_0016264; EFO_0005676; UMLS_C1332355,3558,ENSG00000109471,P60568,N/A,2011.0,2018.0,90146747
IL2,Drug Allergy,C0013182,0.45,1,0,phenotype,Chemically-Induced Disorders (C25); Pathologic Function (T046),MESH_D004342; HPO_HP:0410323; MONDO_0000775; EFO_0009482; UMLS_C0013182,3558,ENSG00000109471,P60568,N/A,1992.0,1992.0,15454432
IL2,Congestive Ophthalmopathy,C0376323,0.45,1,0,disease,"Immune System Diseases (C20); Endocrine System Diseases (C19); Eye Diseases (C11); Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Disease or Syndrome (T047); disease of anatomical entity (7)",MESH_D049970; DO_0081120; MONDO_0018756; EFO_1001466; UMLS_C0376323,3558,ENSG00000109471,P60568,N/A,1989.0,1989.0,70184590
IL2,Middle Ear Cholesteatoma,C0155490,0.45,1,0,disease,Skin and Connective Tissue Diseases (C17); Otorhinolaryngologic Diseases (C09); Disease or Syndrome (T047); disease of anatomical entity (7),ICD10_H71; MESH_D018424; ICD9CM_385.32; NCI_C3654; DO_10964; MONDO_0006533; EFO_1000678; UMLS_C0155490,3558,ENSG00000109471,P60568,N/A,1996.0,1996.0,50223017
IL2,Ataxia Telangiectasia,C0004135,0.45,1,0,disease,"Nutritional and Metabolic Diseases (C18); Nervous System Diseases (C10); Immune System Diseases (C20); Cardiovascular Diseases (C14); Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Disease or Syndrome (T047); disease of anatomical entity (7); genetic disease (630)",MESH_D001260; OMIM_208900; OMIM_607585; NCI_C2887; ORDO_100; DO_12704; MONDO_0008840; EFO_0004922; UMLS_C0004135,3558,ENSG00000109471,P60568,N/A,1984.0,1984.0,5332555
IL2,Myopathic Ophthalmopathy,C1563709,0.45,1,0,disease,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Eye Diseases (C11); Immune System Diseases (C20); Endocrine System Diseases (C19); Disease or Syndrome (T047); disease of anatomical entity (7)",MESH_D049970; DO_0081120; MONDO_0018756; EFO_1001466; UMLS_C1563709,3558,ENSG00000109471,P60568,N/A,1989.0,1989.0,95035163
IL2,Sensorineural Hearing Loss (disorder),C0018784,0.45,1,0,disease,"Nervous System Diseases (C10); Otorhinolaryngologic Diseases (C09); Pathological Conditions, Signs and Symptoms (C23); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the ear (00598)",MESH_D006319; ICD10_H90.5; ICD9CM_389.10; NCI_C26739; HPO_HP:0000407; ICD9CM_389.1; ORDO_87884; DO_10003; MONDO_0020678; EFO_1001176; UMLS_C0018784,3558,ENSG00000109471,P60568,N/A,1998.0,1998.0,20308131
IL2,Cholesteatoma of middle ear and mastoid,C0008374,0.45,1,0,disease,Skin and Connective Tissue Diseases (C17); Otorhinolaryngologic Diseases (C09); Disease or Syndrome (T047); disease of anatomical entity (7),ICD9CM_385.33; ICD9CM_385.3; DO_10964; MONDO_0006533; EFO_1000678; UMLS_C0008374,3558,ENSG00000109471,P60568,N/A,1996.0,1996.0,15015536
IL2,Amnestic Disorder,C0002625,0.4,1,0,disease,Mental Disorders (F03); Mental or Behavioral Dysfunction (T048); disease of mental health (150),ICD9CM_294.0; DO_10914; MONDO_0001152; UMLS_C0002625,3558,ENSG00000109471,P60568,N/A,1993.0,1993.0,5153820
IL2,Primary Glioblastoma,C1514422,0.4,1,0,disease,Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),NCI_C39750; DO_0080878; DO_3068; MONDO_0018177; MONDO_0850335; EFO_0000519; UMLS_C1514422,3558,ENSG00000109471,P60568,N/A,1995.0,1995.0,90295009
IL2,Recurrent major depressive episodes,C0154409,0.4,1,0,disease,Mental Disorders (F03); Mental or Behavioral Dysfunction (T048); disease of mental health (150),ICD9CM_296.30; NCI_C195908; ICD9CM_296.3; DO_1596; DO_1470; MONDO_0002009; UMLS_C0154409,3558,ENSG00000109471,P60568,N/A,2003.0,2003.0,50211449
