gene_symbol,disease_name,disease_id,score,num_pmids,num_snps,disease_type,disease_classes,disease_vocabularies,gene_ncbi_id,gene_ensembl_ids,gene_protein_ids,gene_protein_class,year_initial,year_final,association_id
SPP1,Mesothelioma,C0025500,0.85,21,0,disease,Neoplasms (C04); Neoplastic Process (T191); disease of cellular proliferation (14566),ICD10_C45; MESH_D008654; ICD10_C45.9; ORDO_50251; DO_2645; MONDO_0002373; MONDO_0005065; EFO_0000588; EFO_1000355; UMLS_C0025500,6696,ENSG00000118785,P10451,N/A,2005.0,2023.0,35004223
SPP1,Liver Cirrhosis,C0023890,0.85,14,0,disease,"Digestive System Diseases (C06); Pathological Conditions, Signs and Symptoms (C23); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the digestive system (25031)",MESH_D008103; HPO_HP:0001394; NCI_C2951; DO_5082; MONDO_0005155; EFO_0001422; UMLS_C0023890,6696,ENSG00000118785,P10451,N/A,2005.0,2024.0,30192930
SPP1,Multiple Myeloma,C0026764,0.85,14,0,disease,Immune System Diseases (C20); Hemic and Lymphatic Diseases (C15); Neoplasms (C04); Cardiovascular Diseases (C14); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of blood and blood-forming tissues (01871); Neoplasm (02664),MESH_D009101; ICD10_C90.0; OMIM_254500; HPO_HP:0006775; NCI_C3242; ICD9CM_203.0; ORDO_29073; DO_9538; MONDO_0009693; EFO_0001378; UMLS_C0026764,6696,ENSG00000118785,P10451,N/A,2003.0,2021.0,35051720
SPP1,Kidney Diseases,C0022658,0.85,13,0,disease,Urogenital Diseases (C12); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the genitourinary system (00119),MESH_D007674; NCI_C3149; HPO_HP:0000112; NCI_C34843; DO_10952; DO_1425; DO_2527; DO_2921; DO_557; MONDO_0005240; EFO_0003086; UMLS_C0022658,6696,ENSG00000118785,P10451,N/A,1995.0,2025.0,30011141
SPP1,Non-Small Cell Lung Carcinoma,C0007131,0.8,69,0,disease,Neoplasms (C04); Respiratory Tract Diseases (C08); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of the respiratory system (02086); Neoplasm (02664),MESH_D002289; OMIM_211980; HPO_HP:0030358; NCI_C2926; DO_3908; MONDO_0005233; EFO_0003060; UMLS_C0007131,6696,ENSG00000118785,P10451,N/A,2001.0,2025.0,10349086
SPP1,Prostate carcinoma,C0600139,0.8,61,0,disease,Urogenital Diseases (C12); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),NCI_C4863; DO_10286; MONDO_0005159; EFO_0001663; UMLS_C0600139,6696,ENSG00000118785,P10451,N/A,1999.0,2025.0,80142057
SPP1,melanoma,C0025202,0.8,48,0,disease,Skin and Connective Tissue Diseases (C17); Neoplasms (C04); Neoplastic Process (T191); disease of cellular proliferation (14566); Neoplasm (02664),MESH_D008545; HPO_HP:0002861; NCI_C3224; DO_1909; DO_8923; MONDO_0005105; EFO_0000756; UMLS_C0025202,6696,ENSG00000118785,P10451,N/A,1990.0,2024.0,30407473
SPP1,"Lupus Erythematosus, Systemic",C0024141,0.8,36,0,disease,Immune System Diseases (C20); Skin and Connective Tissue Diseases (C17); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the immune system (02715),MESH_D008180; ICD10_M32; NCI_C3201; ICD10_M32.9; OMIM_152700; ICD9CM_710.0; HPO_HP:0002725; ORDO_536; DO_9074; MONDO_0007915; UMLS_C0024141,6696,ENSG00000118785,P10451,N/A,1998.0,2024.0,30262874
SPP1,"Kidney Failure, Acute",C0022660,0.8,18,0,disease,Urogenital Diseases (C12); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the genitourinary system (00119),ICD10_N17; ICD10_N17.9; NCI_C26808; ICD9CM_584; ICD9CM_584.9; MESH_D058186; HPO_HP:0001919; DO_3021; MONDO_0002492; UMLS_C0022660,6696,ENSG00000118785,P10451,N/A,2001.0,2025.0,30019238
SPP1,Myocardial Infarction,C0027051,0.8,7,0,disease,"Pathological Conditions, Signs and Symptoms (C23); Cardiovascular Diseases (C14); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the cardiovascular system (01626)",MESH_D009203; NCI_C27996; HPO_HP:0001658; DO_11847; DO_5844; DO_5854; DO_9408; MONDO_0005068; EFO_0000612; EFO_1000883; UMLS_C0027051,6696,ENSG00000118785,P10451,N/A,2003.0,2020.0,35123786
SPP1,Adenocarcinoma,C0001418,0.75,20,0,disease,Neoplasms (C04); Neoplastic Process (T191); disease of cellular proliferation (14566),MESH_D000230; NCI_C2852; DO_299; DO_4903; DO_4929; DO_5675; MONDO_0004970; EFO_0000228; UMLS_C0001418,6696,ENSG00000118785,P10451,N/A,1997.0,2021.0,5035970
SPP1,Heart Diseases,C0018799,0.75,5,0,disease,Cardiovascular Diseases (C14); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D006331; ICD10_I51.9; ICD9CM_429.9; NCI_C3079; DO_1287; DO_114; MONDO_0005267; EFO_0003777; UMLS_C0018799,6696,ENSG00000118785,P10451,N/A,2007.0,2022.0,20319558
SPP1,Brain Neoplasms,C0006118,0.75,5,0,disease,Nervous System Diseases (C10); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of the nervous system (00707); Neoplasm (02664),MESH_D001932; ICD9CM_239.6; HPO_HP:0030692; NCI_C2907; DO_1319; MONDO_0001657; MONDO_0021211; EFO_0003833; UMLS_C0006118,6696,ENSG00000118785,P10451,N/A,1995.0,2020.0,10062501
SPP1,Asbestosis,C0003949,0.75,3,0,disease,Respiratory Tract Diseases (C08); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D001195; ICD9CM_501; NCI_C84573; ORDO_2302; DO_10320; DO_10323; MONDO_0016466; EFO_0007153; EFO_1000813; UMLS_C0003949,6696,ENSG00000118785,P10451,N/A,2005.0,2025.0,5297825
SPP1,Proteinuria,C0033687,0.7,8,0,phenotype,"Pathological Conditions, Signs and Symptoms (C23); Urogenital Diseases (C12); Finding (T033); disease of anatomical entity (7); Abnormality of the genitourinary system (00119); Abnormality of metabolism/homeostasis (01939)",MESH_D011507; ICD9CM_791.0; HPO_HP:0000093; NCI_C38012; DO_576; MONDO_0003634; UMLS_C0033687,6696,ENSG00000118785,P10451,N/A,1999.0,2022.0,40158755
SPP1,Biliary Atresia,C0005411,0.7,7,0,disease,"Digestive System Diseases (C06); Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Congenital Abnormality (T019); disease of anatomical entity (7); Abnormality of the digestive system (25031)",MESH_D001656; ICD10_Q44.2; ICD9CM_751.61; NCI_C34421; HPO_HP:0005912; ORDO_30391; DO_13608; MONDO_0008867; UMLS_C0005411,6696,ENSG00000118785,P10451,N/A,2005.0,2024.0,5432883
SPP1,Malignant Glioma,C0555198,0.7,6,0,disease,Neoplasms (C04); Neoplastic Process (T191); disease of cellular proliferation (14566),MESH_D005910; NCI_C4822; ORDO_182067; DO_3070; DO_5076; MONDO_0021042; MONDO_0100342; EFO_0005543; UMLS_C0555198,6696,ENSG00000118785,P10451,N/A,1998.0,2017.0,75239251
SPP1,Hypersensitivity,C0020517,0.65,9,0,phenotype,Immune System Diseases (C20); Pathologic Function (T046); disease of anatomical entity (7); Abnormality of the immune system (02715),MESH_D006967; ICD10_T78.4; HPO_HP:0012393; NCI_C3114; DO_1205; MONDO_0000605; MONDO_0005271; EFO_1002003; UMLS_C0020517,6696,ENSG00000118785,P10451,N/A,2000.0,2022.0,25190690
SPP1,Alcoholic Liver Diseases,C0023896,0.65,8,0,disease,Digestive System Diseases (C06); Chemically-Induced Disorders (C25); Disease or Syndrome (T047),MESH_D008108; ICD10_K70; ICD10_K70.9; NCI_C34783; MONDO_0043693; EFO_0008573; EFO_1000802; EFO_1001345; UMLS_C0023896,6696,ENSG00000118785,P10451,N/A,2008.0,2022.0,30206144
SPP1,Pneumonia,C0032285,0.65,5,0,disease,Infections (C01); Respiratory Tract Diseases (C08); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the respiratory system (02086); Abnormality of the immune system (02715),MESH_D011014; ICD10_J18.9; HPO_HP:0002090; NCI_C3333; DO_552; MONDO_0005249; EFO_0003106; UMLS_C0032285,6696,ENSG00000118785,P10451,N/A,2011.0,2021.0,40098467
SPP1,Cerebral Hemorrhage,C2937358,0.65,4,0,phenotype,"Pathological Conditions, Signs and Symptoms (C23); Cardiovascular Diseases (C14); Nervous System Diseases (C10); Pathologic Function (T046); Abnormality of blood and blood-forming tissues (01871); Abnormality of the cardiovascular system (01626); Abnormality of the nervous system (00707)",MESH_D002543; ICD10_I61; ICD10_I61.9; NCI_C50485; ICD9CM_431; HPO_HP:0001342; MONDO_0013792; EFO_0005669; UMLS_C2937358,6696,ENSG00000118785,P10451,N/A,2011.0,2021.0,105024550
SPP1,Vascular System Injuries,C0178324,0.65,3,0,disease,Cardiovascular Diseases (C14); Injury or Poisoning (T037),ICD10_T14.5; ICD9CM_904.9; MESH_D057772; ICD9CM_900-904.99; UMLS_C0178324,6696,ENSG00000118785,P10451,N/A,1998.0,2017.0,55067130
SPP1,"Hepatitis, Chronic",C0019189,0.65,3,0,disease,"Digestive System Diseases (C06); Pathological Conditions, Signs and Symptoms (C23); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the digestive system (25031); Abnormality of the immune system (02715)",ICD10_K73.9; MESH_D006521; ICD9CM_571.40; NCI_C82978; HPO_HP:0200123; ICD9CM_571.4; DO_2237; MONDO_0002251; EFO_0008496; UMLS_C0019189,6696,ENSG00000118785,P10451,N/A,2005.0,2017.0,25064822
SPP1,Focal glomerulosclerosis,C0017668,0.65,3,0,disease,Urogenital Diseases (C12); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the genitourinary system (00119),MESH_D005923; NCI_C37308; HPO_HP:0000097; DO_1312; MONDO_0100313; EFO_0004236; UMLS_C0017668,6696,ENSG00000118785,P10451,N/A,1997.0,2023.0,20262740
SPP1,Diabetic Cardiomyopathies,C0853897,0.65,2,0,disease,Endocrine System Diseases (C19); Cardiovascular Diseases (C14); Disease or Syndrome (T047),MESH_D058065; EFO_1001458; UMLS_C0853897,6696,ENSG00000118785,P10451,N/A,2007.0,2015.0,85097454
SPP1,Lung Neoplasms,C0024121,0.6,6,0,disease,Neoplasms (C04); Respiratory Tract Diseases (C08); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the respiratory system (02086),MESH_D008175; HPO_HP:0100526; NCI_C3200; DO_3683; MONDO_0002732; MONDO_0021117; UMLS_C0024121,6696,ENSG00000118785,P10451,N/A,1996.0,2021.0,30241848
SPP1,Carotid Stenosis,C0007282,0.6,6,0,disease,Nervous System Diseases (C10); Cardiovascular Diseases (C14); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the cardiovascular system (01626),MESH_D016893; NCI_C95804; HPO_HP:0100546; DO_13001; DO_3410; MONDO_0001612; UMLS_C0007282,6696,ENSG00000118785,P10451,N/A,2008.0,2022.0,10446199
SPP1,Uremia,C0041948,0.55,2,0,disease,Urogenital Diseases (C12); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D014511; DO_1074; DO_4676; MONDO_0007008; EFO_1001226; UMLS_C0041948,6696,ENSG00000118785,P10451,N/A,2009.0,2011.0,45155466
SPP1,Pancreatic Neoplasm,C0030297,0.55,1,0,disease,Digestive System Diseases (C06); Endocrine System Diseases (C19); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the digestive system (25031),MESH_D010190; HPO_HP:0002894; NCI_C3305; ORDO_180824; ORDO_217074; DO_1793; MONDO_0021040; MONDO_0009831; EFO_0003860; EFO_1000359; UMLS_C0030297,6696,ENSG00000118785,P10451,N/A,2005.0,2005.0,40001973
SPP1,"Dermatitis, Allergic Contact",C0162820,0.5,2,0,disease,Skin and Connective Tissue Diseases (C17); Immune System Diseases (C20); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D017449; ICD10_L23; ICD10_L23.9; NCI_C26998; DO_3042; MONDO_0006525; EFO_1000668; UMLS_C0162820,6696,ENSG00000118785,P10451,N/A,2004.0,2010.0,55048798
SPP1,Acute Kidney Insufficiency,C1565662,0.45,3,0,disease,Urogenital Diseases (C12); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D058186; DO_3021; MONDO_0002492; UMLS_C1565662,6696,ENSG00000118785,P10451,N/A,2001.0,2012.0,95043209
SPP1,Coronary Restenosis,C0948480,0.45,2,0,disease,Cardiovascular Diseases (C14); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D023903; DO_4247; MONDO_0005355; EFO_0004224; UMLS_C0948480,6696,ENSG00000118785,P10451,N/A,2002.0,2006.0,85253132
SPP1,Malignant neoplasm of body of pancreas,C0153459,0.45,1,0,disease,Digestive System Diseases (C06); Neoplasms (C04); Endocrine System Diseases (C19); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),ICD10_C25.1; ICD9CM_157.1; NCI_C194090; DO_1793; MONDO_0009831; EFO_0003860; EFO_1000359; EFO_1000439; UMLS_C0153459,6696,ENSG00000118785,P10451,N/A,2005.0,2005.0,50185103
SPP1,Chronic Persistent Hepatitis,C0149519,0.45,1,0,disease,"Pathological Conditions, Signs and Symptoms (C23); Digestive System Diseases (C06); Disease or Syndrome (T047); disease of anatomical entity (7)",ICD9CM_571.41; MESH_D006521; DO_2237; MONDO_0002251; UMLS_C0149519,6696,ENSG00000118785,P10451,N/A,2005.0,2005.0,50031289
SPP1,Tuberculoma,C0041295,0.45,1,0,disease,Infections (C01); Disease or Syndrome (T047); disease by infectious agent (0050117),MESH_D014375; DO_399; MONDO_0018076; MONDO_0021943; UMLS_C0041295,6696,ENSG00000118785,P10451,N/A,2005.0,2005.0,45124996
SPP1,malignant neoplasm of head of pancreas,C0153458,0.45,1,0,disease,Digestive System Diseases (C06); Neoplasms (C04); Endocrine System Diseases (C19); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),ICD10_C25.0; ICD9CM_157.0; NCI_C194089; DO_1793; MONDO_0009831; EFO_0003860; EFO_1000359; EFO_1000439; UMLS_C0153458,6696,ENSG00000118785,P10451,N/A,2005.0,2005.0,50184354
SPP1,Malignant neoplasm of tail of pancreas,C0153460,0.45,1,0,disease,Digestive System Diseases (C06); Neoplasms (C04); Endocrine System Diseases (C19); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),ICD10_C25.2; ICD9CM_157.2; NCI_C194091; DO_1793; MONDO_0009831; EFO_0003860; EFO_1000359; EFO_1000439; UMLS_C0153460,6696,ENSG00000118785,P10451,N/A,2005.0,2005.0,50185842
SPP1,Malignant neoplasm of other specified sites of pancreas,C0153463,0.45,1,0,disease,Digestive System Diseases (C06); Neoplasms (C04); Endocrine System Diseases (C19); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),ICD9CM_157.8; DO_1793; MONDO_0009831; EFO_0003860; EFO_1000359; UMLS_C0153463,6696,ENSG00000118785,P10451,N/A,2005.0,2005.0,50186781
SPP1,Acute and subacute liver necrosis (disorder),C0001308,0.45,1,0,disease,Digestive System Diseases (C06); Disease or Syndrome (T047); disease of anatomical entity (7),ICD9CM_570; DO_2237; MONDO_0002251; UMLS_C0001308,6696,ENSG00000118785,P10451,N/A,2005.0,2005.0,5019202
SPP1,Osteolysis,C4721411,0.4,1,0,phenotype,Musculoskeletal Diseases (C05); Pathologic Function (T046); Abnormality of the musculoskeletal system (33127),MESH_D010014; ICD10_M89.5; NCI_C50681; HPO_HP:0002797; MONDO_0043731; UMLS_C4721411,6696,ENSG00000118785,P10451,N/A,2012.0,2012.0,115048627
SPP1,Other specified diseases of pancreas,C0029771,0.4,1,0,disease,Digestive System Diseases (C06); Disease or Syndrome (T047); disease of anatomical entity (7),ICD10_K86.8; ICD9CM_577.8; DO_26; MONDO_0002356; EFO_0009605; UMLS_C0029771,6696,ENSG00000118785,P10451,N/A,2010.0,2010.0,35370566
SPP1,Heart valve disease,C0018824,0.4,1,0,disease,Cardiovascular Diseases (C14); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the cardiovascular system (01626),MESH_D006349; NCI_C45525; HPO_HP:0001654; DO_4079; MONDO_0002869; EFO_0009551; UMLS_C0018824,6696,ENSG00000118785,P10451,N/A,2011.0,2011.0,25016697
SPP1,Chemical and Drug Induced Liver Injury,C4277682,0.4,1,0,disease,Digestive System Diseases (C06); Chemically-Induced Disorders (C25); Disease or Syndrome (T047),MESH_D056486; MONDO_0005359; EFO_0004228; EFO_0011052; UMLS_C4277682,6696,ENSG00000118785,P10451,N/A,2011.0,2011.0,110126682
SPP1,Heart Valve Prolapse,C0079485,0.4,1,0,disease,Cardiovascular Diseases (C14); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D016127; DO_4079; MONDO_0002869; EFO_0009551; UMLS_C0079485,6696,ENSG00000118785,P10451,N/A,2011.0,2011.0,45214236
SPP1,Pleural Neoplasms,C0032229,0.4,1,0,disease,Respiratory Tract Diseases (C08); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),MESH_D010997; NCI_C3332; DO_5158; MONDO_0006294; MONDO_0021065; EFO_1000362; UMLS_C0032229,6696,ENSG00000118785,P10451,N/A,2005.0,2005.0,40093412
SPP1,Leukoencephalopathy,C0270612,0.4,1,0,disease,Nervous System Diseases (C10); Disease or Syndrome (T047); Abnormality of the nervous system (00707),MESH_D056784; HPO_HP:0002352; NCI_C27059; UMLS_C0270612,6696,ENSG00000118785,P10451,N/A,2002.0,2002.0,60300719
SPTLC2,Hereditary sensory autonomic neuropathy type IC (disorder),C3150896,0.9,21,0,disease,"Nervous System Diseases (C10); Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Disease or Syndrome (T047); disease of anatomical entity (7); genetic disease (630)",OMIM_613640; OMIM_605713; DO_0070157; MONDO_0013337; UMLS_C3150896,9517,ENSG00000100596,O15270,Enzyme,2006.0,2024.0,105116641
SPTLC2,"Hereditary Sensory Autonomic Neuropathy, Type 1",C0020071,0.75,14,0,disease,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Nervous System Diseases (C10); Disease or Syndrome (T047); disease of anatomical entity (7)",MESH_D009477; OMIM_162400; NCI_C170433; ORDO_140471; ORDO_36386; DO_0050548; DO_0070145; DO_0070146; DO_0070161; DO_0070162; DO_2491; MONDO_0015364; MONDO_0018213; UMLS_C0020071,9517,ENSG00000100596,O15270,Enzyme,2002.0,2024.0,25122632
SPTLC2,Amyotrophic Lateral Sclerosis,C0002736,0.6,5,0,disease,Nutritional and Metabolic Diseases (C18); Nervous System Diseases (C10); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the nervous system (00707),MESH_D000690; ICD9CM_335.20; HPO_HP:0007354; NCI_C34373; ORDO_803; DO_0111246; DO_332; MONDO_0004976; UMLS_C0002736,9517,ENSG00000100596,O15270,Enzyme,2010.0,2024.0,5175730
SPTLC2,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IC, SEVERE",C4016942,0.4,2,0,phenotype,Finding (T033),OMIM_605713; UMLS_C4016942,9517,ENSG00000100596,O15270,Enzyme,2010.0,2016.0,105355241
SPTLC2,Charcot-Marie-Tooth Disease,C0007959,0.4,1,0,disease,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Nervous System Diseases (C10); Disease or Syndrome (T047); disease of anatomical entity (7); genetic disease (630)",MESH_D002607; NCI_C75467; ICD9CM_356.1; OMIM_118200; ORDO_166; DO_0050539; DO_0070161; DO_0090003; DO_0110190; DO_0110191; DO_0110192; DO_0110193; DO_0110194; DO_0110195; DO_0110196; DO_0110197; DO_0110198; DO_0110199; DO_0110200; DO_0110202; DO_0110203; DO_0110204; DO_0110205; DO_0110206; DO_0110207; DO_0110208; DO_0110209; DO_0110210; DO_0110211; DO_0110212; DO_0110148; DO_0110149; DO_0110150; DO_0110151; DO_0110152; DO_0110153; DO_0110154; DO_0110155; DO_0110156; DO_0110157; DO_0110158; DO_0110159; DO_0110160; DO_0110161; DO_0110163; DO_0110164; DO_0110165; DO_0110166; DO_0110167; DO_0110168; DO_0110169; DO_0110170; DO_0110173; DO_0110174; DO_0110175; DO_0110177; DO_0110179; DO_0110182; DO_0110183; DO_0110184; DO_0110185; DO_0110186; DO_0110187; DO_10595; DO_2477; MONDO_0000902; MONDO_0010479; MONDO_0010549; MONDO_0012250; MONDO_0014467; MONDO_0014074; MONDO_0013644; MONDO_0013212; MONDO_0011527; MONDO_0011534; MONDO_0011633; MONDO_0011687; MONDO_0014117; MONDO_0014566; MONDO_0014154; MONDO_0011085; MONDO_0011091; MONDO_0007307; MONDO_0007308; MONDO_0007309; MONDO_0007311; MONDO_0010689; MONDO_0010699; MONDO_0013338; MONDO_0011113; MONDO_0015626; MONDO_0012640; MONDO_0013753; MONDO_0013758; MONDO_0014733; MONDO_0014735; MONDO_0014866; MONDO_0011894; MONDO_0011901; MONDO_0011902; MONDO_0011903; MONDO_0011916; MONDO_0014208; MONDO_0012096; MONDO_0012231; MONDO_0013959; MONDO_0014012; EFO_0009162; UMLS_C0007959,9517,ENSG00000100596,O15270,Enzyme,2015.0,2015.0,10496576
