Compound ID,	Common name,Gene Symbol,UniprotID,lit_n
C1184,BileAcid,TLR4,O00206,1
C1185,Bilirubin,ALB,P02768,1
C1185,Bilirubin,MAPK1,P28482,1
C1185,Bilirubin,NOS2,P35228,1
C1185,Bilirubin,NR3C1,P04150,1
C1185,Bilirubin,PPARA,Q07869,1
C1185,Bilirubin,TLR4,O00206,1
C1185,Bilirubin,TNF,P01375,1
C1185,Bilirubin,UGT1A1,P22309,1
C1186,(2S)-2-Amino-5-[[Amino(Dimethylamino)Methylidene]Amino]PentanoicAcid,ADIPOQ,Q15848,1
C1186,(2S)-2-Amino-5-[[Amino(Dimethylamino)Methylidene]Amino]PentanoicAcid,BDNF,P23560,1
C1186,(2S)-2-Amino-5-[[Amino(Dimethylamino)Methylidene]Amino]PentanoicAcid,CXCL8,P10145,1
C1186,(2S)-2-Amino-5-[[Amino(Dimethylamino)Methylidene]Amino]PentanoicAcid,MIF,P14174,1
C1186,(2S)-2-Amino-5-[[Amino(Dimethylamino)Methylidene]Amino]PentanoicAcid,NOS1,P29475,1
C1186,(2S)-2-Amino-5-[[Amino(Dimethylamino)Methylidene]Amino]PentanoicAcid,NOS2,P35228,2
C1186,(2S)-2-Amino-5-[[Amino(Dimethylamino)Methylidene]Amino]PentanoicAcid,NOS2B,nan,1
C1186,(2S)-2-Amino-5-[[Amino(Dimethylamino)Methylidene]Amino]PentanoicAcid,NOS3,P29474,13
C1186,(2S)-2-Amino-5-[[Amino(Dimethylamino)Methylidene]Amino]PentanoicAcid,PRMT1,Q99873,1
C1186,(2S)-2-Amino-5-[[Amino(Dimethylamino)Methylidene]Amino]PentanoicAcid,SELE,P16581,1
C1186,(2S)-2-Amino-5-[[Amino(Dimethylamino)Methylidene]Amino]PentanoicAcid,TGFB1,P01137,1
C1186,(2S)-2-Amino-5-[[Amino(Dimethylamino)Methylidene]Amino]PentanoicAcid,THEM4,Q5T1C6,1
C1186,(2S)-2-Amino-5-[[Amino(Dimethylamino)Methylidene]Amino]PentanoicAcid,TNF,P01375,1
C1186,(2S)-2-Amino-5-[[Amino(Dimethylamino)Methylidene]Amino]PentanoicAcid,VCAM1,P19320,1
C1186,(2S)-2-Amino-5-[[Amino(Dimethylamino)Methylidene]Amino]PentanoicAcid,VWF,P04275,1
C1187,Bilobetin,NOS2,P35228,1
C1187,Bilobetin,PTGS2,P35354,1
C1187,Bilobetin,TNF,P01375,1
C1188,Biochanin,AGTR1,P30556,1
C1188,Biochanin,ATF3,P18847,1
C1188,Biochanin,BAX,Q07812,1
C1188,Biochanin,BGLAP,P02818,1
C1188,Biochanin,CD86,P42081,1
C1188,Biochanin,FAAH,O00519,1
C1188,Biochanin,HSPA4,P34932,1
C1188,Biochanin,MAP2K5,Q13163,1
C1188,Biochanin,MAP3K11,Q16584,2
C1188,Biochanin,NAMPT,P43490,1
C1188,Biochanin,PPARA,Q07869,1
C1188,Biochanin,PPARG,P37231,1
C1188,Biochanin,PTK2B,Q14289,1
C1188,Biochanin,SH3GL1,Q99961,1
C1189,Biotin,GK,P32189,1
C1189,Biotin,SLC2A4,P14672,1
C1189,Biotin,SLC5A6,Q9Y289,1
C1190,Biphenyl,CXCR4,P61073,1
C1191,Bis(2-Ethylhexyl)Phthalate,AKT1,P31749,1
C1191,Bis(2-Ethylhexyl)Phthalate,GPR54,nan,1
C1191,Bis(2-Ethylhexyl)Phthalate,IGF1,P05019,2
C1191,Bis(2-Ethylhexyl)Phthalate,MMP2,P08253,1
C1191,Bis(2-Ethylhexyl)Phthalate,MMP9,P14780,1
C1191,Bis(2-Ethylhexyl)Phthalate,MTOR,P42345,1
C1191,Bis(2-Ethylhexyl)Phthalate,NFE2L2,Q16236,1
C1191,Bis(2-Ethylhexyl)Phthalate,PECAM1,P16284,1
C1191,Bis(2-Ethylhexyl)Phthalate,PIK3CB,P42338,1
C1191,Bis(2-Ethylhexyl)Phthalate,PPARA,Q07869,3
C1191,Bis(2-Ethylhexyl)Phthalate,PPARG,P37231,1
C1191,Bis(2-Ethylhexyl)Phthalate,PTGS2,P35354,2
C1191,Bis(2-Ethylhexyl)Phthalate,ROS1,P08922,1
C1191,Bis(2-Ethylhexyl)Phthalate,SH2D1A,O60880,1
C1191,Bis(2-Ethylhexyl)Phthalate,SLC2A4,P14672,1
C1191,Bis(2-Ethylhexyl)Phthalate,SREBF1,P36956,1
C1191,Bis(2-Ethylhexyl)Phthalate,TGFB1,P01137,1
C1191,Bis(2-Ethylhexyl)Phthalate,XDH,P47989,1
C1192,Bisdemethoxycurcumin,DNMT1,P26358,1
C1193,BisphenolA,ABCB1,P08183,1
C1193,BisphenolA,ACHE,P22303,1
C1193,BisphenolA,AGRP,O00253,1
C1193,BisphenolA,AHR,P35869,2
C1193,BisphenolA,AKT1,P31749,1
C1193,BisphenolA,ALB,P02768,1
C1193,BisphenolA,APLN,Q9ULZ1,1
C1193,BisphenolA,AQP9,O43315,1
C1193,BisphenolA,AR,P10275,1
C1193,BisphenolA,BCL2,P10415,1
C1193,BisphenolA,CASP3,P42574,1
C1193,BisphenolA,CAT,P04040,1
C1193,BisphenolA,CRH,P06850,1
C1193,BisphenolA,CTNNB1,P35222,1
C1193,BisphenolA,CYP19A1,P11511,1
C1193,BisphenolA,CYP1A1,P04798,1
C1193,BisphenolA,CYP2C9,P11712,1
C1193,BisphenolA,EGFR,P00533,1
C1193,BisphenolA,ESR1,P03372,10
C1193,BisphenolA,ESR2,Q92731,4
C1193,BisphenolA,ESRRG,P62508,3
C1193,BisphenolA,FOS,P01100,1
C1193,BisphenolA,GADD45B,O75293,1
C1193,BisphenolA,GCK,P35557,1
C1193,BisphenolA,GPER1,Q99527,3
C1193,BisphenolA,GPT,P24298,1
C1193,BisphenolA,HIF1A,Q16665,1
C1193,BisphenolA,HOTAIR,nan,1
C1193,BisphenolA,HSD11B1,P28845,1
C1193,BisphenolA,HSD11B2,P80365,1
C1193,BisphenolA,HSD17B3,P37058,1
C1193,BisphenolA,IGF1,P05019,1
C1193,BisphenolA,IL2RA,P01589,1
C1193,BisphenolA,IL6,P05231,3
C1193,BisphenolA,ITGB1,P05556,1
C1193,BisphenolA,LYVE1,Q9Y5Y7,1
C1193,BisphenolA,MAPK1,P28482,2
C1193,BisphenolA,MAPK3,P27361,2
C1193,BisphenolA,MMP11,P24347,1
C1193,BisphenolA,MMP2,P08253,2
C1193,BisphenolA,MMP9,P14780,2
C1193,BisphenolA,MPO,P05164,2
C1193,BisphenolA,NOS2,P35228,2
C1193,BisphenolA,NPY,P01303,1
C1193,BisphenolA,NR1I2,O75469,4
C1193,BisphenolA,NR3C1,P04150,2
C1193,BisphenolA,OCLN,Q16625,1
C1193,BisphenolA,P4HB,P07237,2
C1193,BisphenolA,PAX6,P26367,1
C1193,BisphenolA,PCNA,P12004,1
C1193,BisphenolA,POMC,P01189,1
C1193,BisphenolA,PPARG,P37231,2
C1193,BisphenolA,PRKDC,P78527,1
C1193,BisphenolA,PTGS2,P35354,1
C1193,BisphenolA,RARRES2,Q99969,2
C1193,BisphenolA,SHBG,P04278,1
C1193,BisphenolA,STAR,P49675,1
C1193,BisphenolA,TJP1,Q07157,1
C1193,BisphenolA,TNF,P01375,1
C1194,BoswellicAcid,MAPK8,P45983,1
C1194,BoswellicAcid,PARP1,P09874,1
C1195,Bq-123,ABCB1,P08183,1
C1195,Bq-123,EDN1,P05305,4
C1195,Bq-123,EDNRA,P25101,10
C1196,Bradykinin,BDKRB2,P30411,3
C1196,Bradykinin,CALCA,P06881;P01258,1
C1196,Bradykinin,CPM,P14384,1
C1196,Bradykinin,F12,P00748,1
C1196,Bradykinin,OLR1,P78380,1
C1196,Bradykinin,STAT3,P40763,1
C1196,Bradykinin,TRPM7,Q96QT4,1
C1196,Bradykinin,VEGFA,P15692,1
C1197,Brucine,ABCB1,P08183,1
C1197,Brucine,APC,P25054,1
C1197,Brucine,AXIN1,O15169,1
C1197,Brucine,CASP3,P42574,1
C1197,Brucine,FZD8,Q9H461,1
C1197,Brucine,MYB,P10242,1
C1197,Brucine,NFKBIA,P25963,1
C1197,Brucine,RELA,Q04206,1
C1197,Brucine,WNT5A,P41221,1
C1198,Butanone,BRAF,P15056,1
C1198,Butanone,CASP3,P42574,1
C1198,Butanone,CYP2E1,P05181,1
C1198,Butanone,MAP2K7,O14733,5
C1198,Butanone,RAF1,P04049,1
C1198,Butanone,YWHAZ,P63104,1
C1198,Butanone,ZHX2,Q9Y6X8,1
C1199,Butein,AURKB,Q96GD4,2
C1199,Butein,CXCR4,P61073,1
C1199,Butein,EGFR,P00533,1
C1199,Butein,IL6,P05231,1
C1199,Butein,NFKB1,P19838,2
C1199,Butein,NFKBIA,P25963,1
C1199,Butein,RPS6KB1,P23443,1
C1199,Butein,TP53,P04637,1
C1199,Butein,UCP1,P25874,1
C1200,ButylAlcohol,PLD1,Q13393,1
C1201,ButylatedHydroxytoluene,ADIPOR2,Q86V24,1
C1201,ButylatedHydroxytoluene,BMP4,P12644,1
C1201,ButylatedHydroxytoluene,EIF2AK2,P19525,1
C1201,ButylatedHydroxytoluene,HMOX1,P09601,1
C1201,ButylatedHydroxytoluene,ICAM1,P05362,1
C1201,ButylatedHydroxytoluene,KDR,P35968,1
C1201,ButylatedHydroxytoluene,LBP,P18428,1
C1201,ButylatedHydroxytoluene,PECAM1,P16284,1
C1201,ButylatedHydroxytoluene,PSME1,Q06323,1
C1201,ButylatedHydroxytoluene,SFTPB,P07988,1
C1201,ButylatedHydroxytoluene,UCP1,P25874,1
C1202,Byakangelicin,CYP3A4,P08684,1
C1203,CaffeicAcid,ACHE,P22303,1
C1203,CaffeicAcid,ALOX5,P09917,2
C1203,CaffeicAcid,BCHE,P06276,1
C1203,CaffeicAcid,CTSC,P53634,1
C1203,CaffeicAcid,CYP1A1,P04798,1
C1203,CaffeicAcid,CYP1A2,P05177,2
C1203,CaffeicAcid,CYP2C19,P33261,1
C1203,CaffeicAcid,CYP2C9,P11712,1
C1203,CaffeicAcid,CYP2D6,P10635,1
C1203,CaffeicAcid,CYP3A4,P08684,1
C1203,CaffeicAcid,GFAP,P14136,1
C1203,CaffeicAcid,HMOX1,P09601,2
C1203,CaffeicAcid,KCNN4,O15554,1
C1203,CaffeicAcid,MAPK1,P28482,1
C1203,CaffeicAcid,MAPK3,P27361,1
C1203,CaffeicAcid,NFE2L2,Q16236,1
C1203,CaffeicAcid,NFKB1,P19838,2
C1203,CaffeicAcid,PKB_RS07820,nan,1
C1203,CaffeicAcid,PRKCB,P05771,1
C1203,CaffeicAcid,PTGS1,P23219,1
C1203,CaffeicAcid,PTGS2,P35354,1
C1203,CaffeicAcid,RAC1,P63000,1
C1203,CaffeicAcid,SELP,P16109,1
C1203,CaffeicAcid,TLR4,O00206,1
C1203,CaffeicAcid,TNF,P01375,1
C1203,CaffeicAcid,TOP1,P11387,1
C1204,CaffeicAcidPhenethylEster,ACHE,P22303,1
C1204,CaffeicAcidPhenethylEster,ALOX5,P09917,1
C1204,CaffeicAcidPhenethylEster,CLDN2,P57739,1
C1204,CaffeicAcidPhenethylEster,GJA1,P17302,1
C1204,CaffeicAcidPhenethylEster,HIF1A,Q16665,1
C1204,CaffeicAcidPhenethylEster,HMOX1,P09601,1
C1204,CaffeicAcidPhenethylEster,IFNG,P01579,1
C1204,CaffeicAcidPhenethylEster,MMP2,P08253,1
C1204,CaffeicAcidPhenethylEster,MMP9,P14780,1
C1204,CaffeicAcidPhenethylEster,NFE2L2,Q16236,2
C1204,CaffeicAcidPhenethylEster,NFKB1,P19838,11
C1204,CaffeicAcidPhenethylEster,RHOB,P62745,1
C1204,CaffeicAcidPhenethylEster,TLR4,O00206,1
C1205,Caffeine,ABCB1,P08183,1
C1205,Caffeine,ACHE,P22303,1
C1205,Caffeine,ACP5,P13686,1
C1205,Caffeine,ADA,P00813,1
C1205,Caffeine,ADIPOQ,Q15848,1
C1205,Caffeine,ADORA1,P30542,1
C1205,Caffeine,ADORA2A,P29274,3
C1205,Caffeine,AKT1,P31749,1
C1205,Caffeine,ARC,Q7LC44,1
C1205,Caffeine,ATM,Q13315,2
C1205,Caffeine,ATR,Q13535,3
C1205,Caffeine,BAX,Q07812,1
C1205,Caffeine,BCL2L11,O43521,1
C1205,Caffeine,BDNF,P23560,1
C1205,Caffeine,CASP3,P42574,2
C1205,Caffeine,CASP9,P55211,1
C1205,Caffeine,CCN2,P29279,1
C1205,Caffeine,CDK1,P06493,3
C1205,Caffeine,CDK2,P24941,2
C1205,Caffeine,CDKN1A,P38936,1
C1205,Caffeine,CTNNB1,P35222,1
C1205,Caffeine,CTSK,P43235,1
C1205,Caffeine,CYP1A2,P05177,1
C1205,Caffeine,DNMT3A,Q9Y6K1,1
C1205,Caffeine,DRD2,P14416,1
C1205,Caffeine,E2F1,Q01094,1
C1205,Caffeine,EGR1,P18146,3
C1205,Caffeine,FOS,P01100,1
C1205,Caffeine,FSHB,P01225,1
C1205,Caffeine,GABRA2,P47869,1
C1205,Caffeine,GABRR1,P24046,1
C1205,Caffeine,HSD11B1,P28845,1
C1205,Caffeine,HSD11B2,P80365,1
C1205,Caffeine,IER5,Q5VY09,1
C1205,Caffeine,IL6,P05231,1
C1205,Caffeine,INS,P01308,1
C1205,Caffeine,ITGB3,P05106,1
C1205,Caffeine,ITPR1,Q14643,2
C1205,Caffeine,JUN,P05412,1
C1205,Caffeine,KCNJ11,Q14654,1
C1205,Caffeine,LEP,P41159,1
C1205,Caffeine,LHB,P01229,1
C1205,Caffeine,MAPK1,P28482,1
C1205,Caffeine,MEF2A,Q02078,1
C1205,Caffeine,MEF2D,Q14814,1
C1205,Caffeine,NEK11,Q8NG66,1
C1205,Caffeine,NPS,P0C0P6,1
C1205,Caffeine,NPSR1,Q6W5P4,1
C1205,Caffeine,NR3C1,P04150,1
C1205,Caffeine,ORAI1,Q96D31,1
C1205,Caffeine,PRKAA1,Q13131,2
C1205,Caffeine,PTEN,P60484,1
C1205,Caffeine,PTGS2,P35354,1
C1205,Caffeine,RASGRF1,Q13972,1
C1205,Caffeine,RELA,Q04206,1
C1205,Caffeine,RYR1,P21817,11
C1205,Caffeine,RYR2,Q92736,1
C1205,Caffeine,SCNN1A,P37088,1
C1205,Caffeine,SIRT3,Q9NTG7,1
C1205,Caffeine,SLC2A1,P11166,1
C1205,Caffeine,SLC2A4,P14672,2
C1205,Caffeine,SNCA,P37840,1
C1205,Caffeine,TFAM,Q00059,1
C1205,Caffeine,TGFB2,P61812,1
C1205,Caffeine,TNF,P01375,1
C1205,Caffeine,TP53,P04637,1
C1205,Caffeine,TPH2,Q8IWU9,2
C1205,Caffeine,TYR,P14679,1
C1205,Caffeine,ZFHX3,Q15911,1
C1206,Calcimycin,S100A4,P26447,1
C1207,Calcitriol,AGER,Q15109,2
C1207,Calcitriol,AHR,P35869,1
C1207,Calcitriol,ALOX5,P09917,1
C1207,Calcitriol,BAX,Q07812,1
C1207,Calcitriol,BRCA1,P38398,1
C1207,Calcitriol,CAMP,P49913,2
C1207,Calcitriol,CCN2,P29279,1
C1207,Calcitriol,CD200,P41217,1
C1207,Calcitriol,CD46,P15529,1
C1207,Calcitriol,CTLA4,P16410,1
C1207,Calcitriol,CYP24A1,Q07973,1
C1207,Calcitriol,CYP27B1,O15528,1
C1207,Calcitriol,CYP3A4,P08684,1
C1207,Calcitriol,EDNRB,P24530,1
C1207,Calcitriol,ERBB4,Q15303,1
C1207,Calcitriol,ESR1,P03372,1
C1207,Calcitriol,FGF23,Q9GZV9,3
C1207,Calcitriol,FGFR1,P11362,1
C1207,Calcitriol,GGT1,P19440,1
C1207,Calcitriol,IER3,P46695,1
C1207,Calcitriol,KCNH1,O95259,1
C1207,Calcitriol,KDM6B,O15054,1
C1207,Calcitriol,KLK5,Q9Y337,1
C1207,Calcitriol,NFKB1,P19838,1
C1207,Calcitriol,NFKBIA,P25963,1
C1207,Calcitriol,NT5E,P21589,1
C1207,Calcitriol,PLD1,Q13393,1
C1207,Calcitriol,PODXL,O00592,1
C1207,Calcitriol,PPARG,P37231,1
C1207,Calcitriol,REN,P00797,1
C1207,Calcitriol,RUNX2,Q13950,1
C1207,Calcitriol,SLC20A2,Q08357,1
C1207,Calcitriol,TGFB1,P01137,1
C1207,Calcitriol,TLR4,O00206,1
C1207,Calcitriol,TRPV6,Q9H1D0,1
C1207,Calcitriol,VDR,P11473,11
C1208,Calycosin,ABCB1,P08183,1
C1208,Calycosin,HIF1A,Q16665,1
C1208,Calycosin,PPARG,P37231,1
C1208,Calycosin,PTGR1,Q14914,1
C1208,Calycosin,SMAD2,Q15796,1
C1208,Calycosin,SMAD3,P84022,1
C1209,Camphor,TRPA1,O75762,1
C1209,Camphor,TRPV3,Q8NET8,2
C1210,Canavanine,NOS2,P35228,1
C1210,Canavanine,ORAI1,Q96D31,1
C1211,Cannabidiol,ABCB1,P08183,1
C1211,Cannabidiol,ABCG2,Q9UNQ0,1
C1211,Cannabidiol,BDNF,P23560,1
C1211,Cannabidiol,BID,P55957,1
C1211,Cannabidiol,CASP3,P42574,1
C1211,Cannabidiol,CASP8,Q14790,1
C1211,Cannabidiol,CASP9,P55211,1
C1211,Cannabidiol,CNR1,P21554,2
C1211,Cannabidiol,CNR2,P34972,1
C1211,Cannabidiol,CYBA,P13498,1
C1211,Cannabidiol,CYP1A1,P04798,1
C1211,Cannabidiol,CYP2C19,P33261,1
C1211,Cannabidiol,CYP2D6,P10635,1
C1211,Cannabidiol,CYP3A4,P08684,1
C1211,Cannabidiol,GPR12,P47775,2
C1211,Cannabidiol,GPR18,Q14330,1
C1211,Cannabidiol,GPR3,P46089,2
C1211,Cannabidiol,GPR55,Q9Y2T6,1
C1211,Cannabidiol,GPR6,P46095,3
C1211,Cannabidiol,GRIN1,Q05586,1
C1211,Cannabidiol,HTR1A,P08908,1
C1211,Cannabidiol,MPO,P05164,1
C1211,Cannabidiol,NOS2,P35228,1
C1211,Cannabidiol,NOX4,Q9NPH5,1
C1211,Cannabidiol,PPARG,P37231,1
C1211,Cannabidiol,STAT3,P40763,1
C1211,Cannabidiol,STAT5A,P42229,1
C1211,Cannabidiol,STAT5B,P51692,1
C1211,Cannabidiol,TRPV2,Q9Y5S1,2
C1212,Cannabigerol,TRPM8,Q7Z2W7,1
C1213,Canthaxanthin,CRCP,O75575,1
C1214,Capsaicin,ABCB1,P08183,1
C1214,Capsaicin,AKT1,P31749,1
C1214,Capsaicin,ALOX5,P09917,1
C1214,Capsaicin,AR,P10275,1
C1214,Capsaicin,BCL2,P10415,2
C1214,Capsaicin,CALCA,P06881;P01258,3
C1214,Capsaicin,CASP3,P42574,1
C1214,Capsaicin,CAT,P04040,1
C1214,Capsaicin,CREB1,P16220,1
C1214,Capsaicin,CTRC,Q99895,1
C1214,Capsaicin,CYCS,P99999,1
C1214,Capsaicin,CYP1A2,P05177,1
C1214,Capsaicin,CYP3A4,P08684,1
C1214,Capsaicin,ENOX2,Q16206,1
C1214,Capsaicin,EPOR,P19235,1
C1214,Capsaicin,F2RL1,P55085,1
C1214,Capsaicin,FOS,P01100,4
C1214,Capsaicin,GAA,P10253,1
C1214,Capsaicin,GAP43,P17677,1
C1214,Capsaicin,GATA1,P15976,1
C1214,Capsaicin,GFAP,P14136,1
C1214,Capsaicin,GLUL,P15104,1
C1214,Capsaicin,GYPA,P02724,1
C1214,Capsaicin,HBB,P68871,1
C1214,Capsaicin,HMOX1,P09601,2
C1214,Capsaicin,HSD3B2,P26439,1
C1214,Capsaicin,HSPA4,P34932,1
C1214,Capsaicin,JUNB,P17275,1
C1214,Capsaicin,KLK3,P07288,1
C1214,Capsaicin,MAPK1,P28482,1
C1214,Capsaicin,MIR206,nan,1
C1214,Capsaicin,MMP1,P03956,1
C1214,Capsaicin,NFE2L2,Q16236,2
C1214,Capsaicin,NFKBIA,P25963,1
C1214,Capsaicin,NOS1,P29475,1
C1214,Capsaicin,NRP1,O14786,1
C1214,Capsaicin,PGP,A6NDG6,1
C1214,Capsaicin,POMC,P01189,1
C1214,Capsaicin,PRKAA1,Q13131,2
C1214,Capsaicin,PTGS2,P35354,1
C1214,Capsaicin,RAC1,P63000,1
C1214,Capsaicin,RELA,Q04206,1
C1214,Capsaicin,SIRT1,Q96EB6,2
C1214,Capsaicin,SOD1,P00441,1
C1214,Capsaicin,SPI1,P17947,1
C1214,Capsaicin,TAC1,P20366,1
C1214,Capsaicin,TACR1,P25103,1
C1214,Capsaicin,TACR3,P29371,1
C1214,Capsaicin,TGFA,P01135,1
C1214,Capsaicin,TNFRSF11B,O00300,1
C1214,Capsaicin,TRPA1,O75762,1
C1214,Capsaicin,TRPV1,Q8NER1,3
C1214,Capsaicin,TRPV2,Q9Y5S1,1
C1214,Capsaicin,UCP1,P25874,1
C1214,Capsaicin,VEGFA,P15692,1
C1215,CarbonTetrachloride,BACH1,O14867,1
C1215,CarbonTetrachloride,VEGFA,P15692,1
C1216,Cardamomin,AKT1,P31749,1
C1216,Cardamomin,CTNNB1,P35222,1
C1216,Cardamomin,MTOR,P42345,1
C1216,Cardamomin,NOS2,P35228,1
C1216,Cardamomin,PTGS2,P35354,1
C1216,Cardamomin,RELA,Q04206,1
C1216,Cardamomin,STAT3,P40763,2
C1216,Cardamomin,TRPA1,O75762,1
C1217,CarnosicAcid,NFE2L2,Q16236,1
C1217,CarnosicAcid,NGF,P01138,1
C1217,CarnosicAcid,NR1I2,O75469,1
C1218,Carvacrol,AKT1,P31749,1
C1218,Carvacrol,AXL,P30530,1
C1218,Carvacrol,TRPM7,Q96QT4,3
C1218,Carvacrol,TRPV3,Q8NET8,4
C1218,Carvacrol,UGT1A9,O60656,2
C1219,Catalpol,BCL2,P10415,1
C1219,Catalpol,CASP3,P42574,1
C1219,Catalpol,CYP2C9,P11712,1
C1219,Catalpol,CYP2E1,P05181,2
C1219,Catalpol,CYP3A4,P08684,2
C1219,Catalpol,IL13,P35225,1
C1219,Catalpol,NOS2,P35228,1
C1219,Catalpol,NOX4,Q9NPH5,1
C1219,Catalpol,SOD1,P00441,1
C1219,Catalpol,STAT3,P40763,1
C1219,Catalpol,TLR4,O00206,2
C1220,Catechin,ALOX5,P09917,1
C1220,Catechin,BCL2,P10415,1
C1220,Catechin,CASP3,P42574,1
C1220,Catechin,CAT,P04040,1
C1220,Catechin,CCNA2,P20248,1
C1220,Catechin,CCNB1,P14635,1
C1220,Catechin,CD4,P01730,1
C1220,Catechin,CDK2,P24941,1
C1220,Catechin,COMT,P21964,1
C1220,Catechin,CSF2,P04141,1
C1220,Catechin,CYCS,P99999,1
C1220,Catechin,DIO1,P49895,1
C1220,Catechin,GAA,P10253,1
C1220,Catechin,IL6,P05231,1
C1220,Catechin,LPL,P06858,1
C1220,Catechin,NCF1,P14598,1
C1220,Catechin,PLAT,P00750,1
C1220,Catechin,PLAU,P00749,1
C1220,Catechin,PNLIP,P16233,1
C1220,Catechin,PTK2,Q05397,1
C1220,Catechin,SOD1,P00441,2
C1220,Catechin,SOD2,P04179,1
C1221,Catechol,BCL2,P10415,1
C1221,Catechol,COMT,P21964,1
C1221,Catechol,MYB,P10242,1
C1221,Catechol,PRDX5,P30044,1
C1222,Celastrol,AKT1,P31749,1
C1222,Celastrol,AR,P10275,1
C1222,Celastrol,AXL,P30530,2
C1222,Celastrol,BACE1,P56817,1
C1222,Celastrol,BAX,Q07812,2
C1222,Celastrol,BCL2,P10415,3
C1222,Celastrol,BCL2L1,Q07817,1
C1222,Celastrol,BIRC2,Q13490,1
C1222,Celastrol,BIRC5,O15392,1
C1222,Celastrol,CASP3,P42574,2
C1222,Celastrol,CASP9,P55211,1
C1222,Celastrol,CCND1,P24385,1
C1222,Celastrol,CEBPB,P17676,1
C1222,Celastrol,CFLAR,O15519,1
C1222,Celastrol,CIP2A,Q8TCG1,1
C1222,Celastrol,COL4A4,P53420,1
C1222,Celastrol,CYP1A2,P05177,1
C1222,Celastrol,EGFR,P00533,1
C1222,Celastrol,FANCD2,Q9BXW9,1
C1222,Celastrol,FLT1,P17948,1
C1222,Celastrol,FN1,P02751,1
C1222,Celastrol,HIF1A,Q16665,4
C1222,Celastrol,HSF1,Q00613,1
C1222,Celastrol,HSP90AA1,P07900,5
C1222,Celastrol,IFI27,P40305,1
C1222,Celastrol,KDR,P35968,1
C1222,Celastrol,MAPK1,P28482,1
C1222,Celastrol,MAPK14,Q16539,1
C1222,Celastrol,MIR146A,nan,1
C1222,Celastrol,MIR17HG,nan,1
C1222,Celastrol,MIR21,nan,1
C1222,Celastrol,MIR223,nan,1
C1222,Celastrol,MMP1,P03956,1
C1222,Celastrol,MMP2,P08253,1
C1222,Celastrol,MMP9,P14780,2
C1222,Celastrol,MYB,P10242,2
C1222,Celastrol,MYC,P01106,1
C1222,Celastrol,NFKB1,P19838,6
C1222,Celastrol,NR2C2,P49116,1
C1222,Celastrol,NR4A1,P22736,1
C1222,Celastrol,NSFL1C,Q9UNZ2,1
C1222,Celastrol,PLEK,P08567,1
C1222,Celastrol,PMAIP1,Q13794,1
C1222,Celastrol,PSMB1,P20618,1
C1222,Celastrol,PTGS2,P35354,1
C1222,Celastrol,STAT3,P40763,1
C1222,Celastrol,TGFB1,P01137,1
C1222,Celastrol,TIMP1,P01033,1
C1222,Celastrol,TIMP2,P16035,1
C1222,Celastrol,TLR4,O00206,2
C1222,Celastrol,VEGFA,P15692,1
C1223,Celecoxib,ABCB1,P08183,2
C1223,Celecoxib,ABCG2,Q9UNQ0,1
C1223,Celecoxib,ACHE,P22303,1
C1223,Celecoxib,AKT1,P31749,1
C1223,Celecoxib,BCL2,P10415,1
C1223,Celecoxib,BDNF,P23560,1
C1223,Celecoxib,CDH1,P12830,1
C1223,Celecoxib,CDH11,P55287,2
C1223,Celecoxib,CERS6,Q6ZMG9,1
C1223,Celecoxib,CRK,P46108,1
C1223,Celecoxib,CTNNB1,P35222,1
C1223,Celecoxib,ELK1,P19419,1
C1223,Celecoxib,IL6,P05231,3
C1223,Celecoxib,KIT,P10721,1
C1223,Celecoxib,L1CAM,P32004,1
C1223,Celecoxib,MAPK14,Q16539,1
C1223,Celecoxib,MMP2,P08253,3
C1223,Celecoxib,MMP9,P14780,3
C1223,Celecoxib,MTOR,P42345,1
C1223,Celecoxib,MVP,Q14764,1
C1223,Celecoxib,MYLIP,Q8WY64,1
C1223,Celecoxib,NFKB1,P19838,1
C1223,Celecoxib,NOS2,P35228,1
C1223,Celecoxib,PLA2G4A,P47712,1
C1223,Celecoxib,PNO1,Q9NRX1,1
C1223,Celecoxib,PTGS2,P35354,174
C1223,Celecoxib,RECK,O95980,1
C1223,Celecoxib,S100A8,P05109,1
C1223,Celecoxib,SERPINC1,P01008,1
C1223,Celecoxib,SSTR2,P30874,1
C1223,Celecoxib,STAT3,P40763,1
C1223,Celecoxib,TAT,P17735,1
C1223,Celecoxib,TF,P02787,1
C1223,Celecoxib,THRB,P10828,1
C1223,Celecoxib,TNF,P01375,1
C1223,Celecoxib,TNFRSF10B,O14763,1
C1223,Celecoxib,TP53,P04637,1
C1223,Celecoxib,TRPV3,Q8NET8,1
C1223,Celecoxib,VEGFA,P15692,1
C1224,Centaureidin,IFNG,P01579,1
C1224,Centaureidin,NOS2,P35228,1
C1224,Centaureidin,PTGS2,P35354,1
C1225,Cgmp,CNGA3,Q16281,1
C1225,Cgmp,CREB1,P16220,1
C1225,Cgmp,EGFR,P00533,1
C1225,Cgmp,FOXO1,Q12778,1
C1225,Cgmp,FYN,P06241,1
C1225,Cgmp,GRM5,P41594,1
C1225,Cgmp,GUCY2D,Q02846,1
C1225,Cgmp,IFNB1,P01574,1
C1225,Cgmp,MADCAM1,Q13477,1
C1225,Cgmp,MAPK1,P28482,1
C1225,Cgmp,MAPK3,P27361,1
