Compound ID,	Common name,Gene Symbol,UniprotID,lit_n
C0722,Aurapten,AKT1,P31749,1
C0722,Aurapten,ESR1,P03372,1
C0722,Aurapten,SOAT1,P35610,1
C0723,Terpinen-4-Ol,MPO,P05164,1
C0723,Terpinen-4-Ol,TP53,P04637,1
C0724,SchisandrolA,CHUK,O15111,1
C0725,Ganodermanontriol,SATB1,Q01826,1
C0726,Stemofoline,ABCB1,P08183,1
C0727,Isocorynoxeine,HTR2A,P28223,1
C0728,Phellodendrine,CYP1A2,P05177,1
C0728,Phellodendrine,CYP2C9,P11712,1
C0728,Phellodendrine,CYP3A4,P08684,1
C0729,Obtusifolin,F2,P00734,1
C0730,"3,5-DihydroxybenzoicAcid",HCAR1,Q9BXC0,1
C0731,Wogonoside,PLSCR1,O15162,1
C0732,"3(S)-3-Butyl-4,5-Dihydrophthalide",RELA,Q04206,1
C0732,"3(S)-3-Butyl-4,5-Dihydrophthalide",TNF,P01375,1
C0733,Cearoin,BCL2,P10415,1
C0734,Histamine,AQP5,P55064,1
C0734,Histamine,AVP,P01185,1
C0734,Histamine,BDKRB1,P46663,1
C0734,Histamine,BMP2,P12643,1
C0734,Histamine,CCL20,P78556,1
C0734,Histamine,HDC,P19113,1
C0734,Histamine,HRH1,P35367,1
C0734,Histamine,HRH3,Q9Y5N1,2
C0734,Histamine,IL6,P05231,1
C0734,Histamine,MAPK1,P28482,1
C0734,Histamine,MAPK3,P27361,1
C0734,Histamine,MUC5AC,P98088,1
C0734,Histamine,NFKB1,P19838,2
C0734,Histamine,NFKBIA,P25963,1
C0734,Histamine,PDIA6,Q15084,1
C0734,Histamine,PRKD1,Q15139,1
C0734,Histamine,PTGS2,P35354,1
C0734,Histamine,SCN11A,Q9UI33,1
C0734,Histamine,TNFSF11,O14788,1
C0734,Histamine,TRPV1,Q8NER1,1
C0735,GLY,HMGB1,P09429,1
C0736,Isoliensinine,P4HB,P07237,1
C0736,Isoliensinine,SOD1,P00441,1
C0737,AbscisicAcid,ACE,P12821,1
C0737,AbscisicAcid,BIN2,Q9UBW5,1
C0737,AbscisicAcid,CRABP2,P29373,1
C0737,AbscisicAcid,DEGS1,O15121,1
C0737,AbscisicAcid,LANCL2,Q9NS86,3
C0737,AbscisicAcid,NR1I2,O75469,1
C0737,AbscisicAcid,PPARA,Q07869,1
C0737,AbscisicAcid,PPARG,P37231,1
C0737,AbscisicAcid,PSMB6,P28072,1
C0737,AbscisicAcid,VCAM1,P19320,1
C0738,Zeaxanthin,VEGFA,P15692,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",ABCB1,P08183,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",ABCC1,P33527,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",ABCG2,Q9UNQ0,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",ACHE,P22303,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",ACTA2,P62736,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",AHR,P35869,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",AKT1,P31749,2
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",ALB,P02768,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",ANGPT1,Q15389,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",AR,P10275,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",BAD,Q92934,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",BAX,Q07812,2
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",BCL2L1,Q07817,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",BDNF,P23560,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",BIRC2,Q13490,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CASP3,P42574,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CASP7,P55210,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CASP8,Q14790,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CASP9,P55211,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CAV1,Q03135,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CBR1,P16152,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CCL2,P13500,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CCNB1,P14635,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CCND1,P24385,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CCND3,P30281,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CD28,P10747,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CD80,P33681,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CD9,P21926,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CDH11,P55287,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CDK1,P06493,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CDKN1A,P38936,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CDKN1B,P46527,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CEBPA,P49715,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CEBPB,P17676,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CHUK,O15111,2
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",COL1A1,P02452,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CREB3L3,Q68CJ9,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CTLA4,P16410,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CTNNB1,P35222,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CXCL8,P10145,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CYP1A1,P04798,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",CYP3A4,P08684,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",DFFB,O76075,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",DLK1,P80370,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",DNAJB4,Q9UDY4,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",DNMT1,P26358,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",ECM1,Q16610,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",EGFR,P00533,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",EGFR,Q504U8,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",EGR1,P18146,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",EP300,Q09472,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",ETS1,P14921,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",F3,P13726,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",FASN,P49327,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",FGF2,P09038,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",FOS,P01100,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",FTH1,P02794,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",FZD1,Q9UP38,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",G6PC1,P35575,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",GCK,P35557,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",GLI1,P08151,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",GSTA1,P08263,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",GSTA2,P09210,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",GSTM1,P09488,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",GSTM2,P28161,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",GSTP1,P09211,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",HAT1,O14929,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",HDAC1,Q13547,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",HIF1A,Q16665,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",HMOX1,P09601,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",HSPB1,P04792,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",ICAM1,P05362,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",IGF1R,P08069,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",IKBKB,O14920,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",IL1B,P01584,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",IL2,P60568,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",IL2RA,P01589,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",IL6,P05231,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",IMPDH1,P20839,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",ING4,Q9UNL4,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",JAK2,O60674,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",JUN,P05412,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",JUND,P17535,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",KDM1A,O60341,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",KDR,P35968,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",LDLR,P01130,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",LRRK2,Q5S007,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",MAOA,P21397,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",MAOB,P27338,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",MAPK1,P28482,2
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",MAPK15,Q8TD08,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",MAPK3,P27361,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",MCL1,Q07820,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",MDM2,Q00987,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",MMP1,P03956,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",MMP14,P50281,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",MMP2,P08253,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",MMP3,P08254,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",MMP9,P14780,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",MPO,P05164,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",MTOR,P42345,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",MVP,Q14764,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",MYC,P01106,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",MYD88,Q99836,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",NAT1,P18440,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",NFATC1,O95644,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",NGF,P01138,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",NKX3-1,Q99801,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",NOS2,P35228,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",NOTCH1,P46531,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",NPC1L1,Q9UHC9,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",NQO1,P15559,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",NR2C2,P49116,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",ODC1,P11926,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",OLR1,P78380,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",PARP1,P09874,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",PCK1,P35558,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",PCNA,P12004,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",PDGFRB,P09619,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",PECAM1,P16284,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",PGP,A6NDG6,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",PIAS3,Q9Y6X2,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",PIK3CA,P42336,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",PLAU,P00749,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",PPARG,P37231,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",PRKCB,P05771,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",PTCH1,Q13635,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",PTGER4,P35408,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",PTGS2,P35354,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",PTK2,Q05397,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",PTPN1,P18031,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",RELA,Q04206,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",SELE,P16581,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",SELP,P16109,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",SERPINE1,P05121,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",SOD1,P00441,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",SP1,P08047,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",SREBF1,P36956,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",STAT3,P40763,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",STK11,Q15831,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",SYK,P43405,2
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",TGFB1,P01137,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",TGFBR1,P36897,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",TIMP1,P01033,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",TLR4,O00206,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",TLR9,Q9NR96,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",TMPRSS11D,O60235,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",TNF,P01375,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",TNFRSF10A,O00220,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",TNFRSF10B,O14763,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",TNFRSF11A,Q9Y6Q6,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",TNFSF13B,Q9Y275,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",TP53,P04637,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",TTR,P02766,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",UGT1A4,P22310,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",VCAM1,P19320,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",VEGFA,P15692,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",WT1,P19544,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",XDH,P47989,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",XIAP,P98170,1
C0739,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",ZBTB7A,O95365,1
C0740,Panaxynol,CHRM1,P11229,1
C0740,Panaxynol,CNR1,P21554,1
C0740,Panaxynol,MAP1B,P46821,1
C0741,Α-Crocetin,ACHE,P22303,1
C0741,Α-Crocetin,BAX,Q07812,1
C0741,Α-Crocetin,CASP3,P42574,1
C0741,Α-Crocetin,KISS1,Q15726,1
C0741,Α-Crocetin,TYR,P14679,1
C0741,Α-Crocetin,VCAM1,P19320,1
C0742,Crocin,ABL1,P00519,1
C0742,Crocin,CASP3,P42574,1
C0742,Crocin,IL6,P05231,1
C0742,Crocin,MAPK1,P28482,2
C0742,Crocin,MAPK3,P27361,1
C0742,Crocin,OLR1,P78380,1
C0742,Crocin,SMPD2,O60906,1
C0742,Crocin,VEGFA,P15692,1
C0743,Β-Cryptoxanthin,ABCA1,O95477,1
C0743,Β-Cryptoxanthin,RARA,P10276,1
C0743,Β-Cryptoxanthin,RUNX1,Q01196,1
C0744,Lutein,ACHE,P22303,1
C0744,Lutein,HMOX1,P09601,1
C0744,Lutein,KAT5,Q92993,1
C0744,Lutein,NFE2L2,Q16236,1
C0744,Lutein,NQO1,P15559,1
C0744,Lutein,PLA2G1B,P04054,1
C0744,Lutein,STARD3,Q14849,1
C0745,Bruceantinol,STAT3,P40763,2
C0746,CucurbitacinB,BCL2,P10415,1
