Herb ID,Chinese Character,English Name,Latin Name,Chinese Pin Yin,Therapeutic Function in Chinese,Therapeutic Function in English,Herb Function,Related Compound ID,Related Compound Name
H0721,杨梅根,Myrica rubra sieb. et zucc,Myrica rubra,Yang Mei Gen,NA,NA,NA,C0229,Myricetin
H0721,杨梅根,Myrica rubra sieb. et zucc,Myrica rubra,Yang Mei Gen,NA,NA,NA,C0090,Gallic Acid
H0721,杨梅根,Myrica rubra sieb. et zucc,Myrica rubra,Yang Mei Gen,NA,NA,NA,C0046,Epigallocatechin
H0721,杨梅根,Myrica rubra sieb. et zucc,Myrica rubra,Yang Mei Gen,NA,NA,NA,C0884,Alpha-Amyrin
H0721,杨梅根,Myrica rubra sieb. et zucc,Myrica rubra,Yang Mei Gen,NA,NA,NA,C0207,Maslinic Acid
H0721,杨梅根,Myrica rubra sieb. et zucc,Myrica rubra,Yang Mei Gen,NA,NA,NA,C0047,Epigalocatechin Gallate
H0722,羊奶奶叶,NA,Elaeagnus pungens,Yang Nai Nai Ye,NA,NA,NA,C0483,Vitexin
H0722,羊奶奶叶,NA,Elaeagnus pungens,Yang Nai Nai Ye,NA,NA,NA,C1178,Beta-Sitosterol
H0722,羊奶奶叶,NA,Elaeagnus pungens,Yang Nai Nai Ye,NA,NA,NA,C0478,Vanillic Acid
H0722,羊奶奶叶,NA,Elaeagnus pungens,Yang Nai Nai Ye,NA,NA,NA,C0291,Paraben
H0723,羊肉,Mutton,Caro caprae seu ovis,Yang Rou,补虚,For tonifying weakness,For tonifying yang,C0285,Palmitic Acid
H0724,羊蹄根,root of japanese dock,Radix rumicis japonici,Yang Ti Gen,止血,Bleeding control,For cooling blood and stopping bleeding,C0285,Palmitic Acid
H0725,洋泻,sennoside,Cassia angustifolia,Yang Xie,NA,NA,NA,C0164,Kaempferol
H0725,洋泻,sennoside,Cassia angustifolia,Yang Xie,NA,NA,NA,C0306,Physcion
H0725,洋泻,sennoside,Cassia angustifolia,Yang Xie,NA,NA,NA,C0881,Aloe-Emodin
H0726,野颠茄,Soda-apple nightshade,Atropa belladonna,Ye Dian Qie,NA,NA,NA,C0392,Scopoletin
H0727,野甘草,Sweet broomwort,Scoparia dulcis,Ye Gan Cao,NA,NA,NA,C0001,(-)-Demecolcine
H0727,野甘草,Sweet broomwort,Scoparia dulcis,Ye Gan Cao,NA,NA,NA,C0199,Luteolin
H0727,野甘草,Sweet broomwort,Scoparia dulcis,Ye Gan Cao,NA,NA,NA,C1180,Betulinic Acid
H0727,野甘草,Sweet broomwort,Scoparia dulcis,Ye Gan Cao,NA,NA,NA,C0914,Apigenin
H0727,野甘草,Sweet broomwort,Scoparia dulcis,Ye Gan Cao,NA,NA,NA,C0124,Hispidulin
H0727,野甘草,Sweet broomwort,Scoparia dulcis,Ye Gan Cao,NA,NA,NA,C0394,Scutellarein
H0727,野甘草,Sweet broomwort,Scoparia dulcis,Ye Gan Cao,NA,NA,NA,C0391,Scoparone
H0728,野姜,NA,Zingiber cassumunar,Ye Jiang,NA,NA,NA,C0490,Zerumbone
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0066,Eupatilin
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0291,Paraben
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C1162,Benzaldehyde
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0285,Palmitic Acid
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0063,Eucalyptol
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0188,Linalool
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0447,Thymol
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0478,Vanillic Acid
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0231,Myristic Acid
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C1209,Camphor
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0072,Farnesol
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C1203,Caffeic Acid
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C1231,Chlorogenic Acid
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0352,Quercetin
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0455,Trans-Phytol
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0845,Acacetin
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0914,Apigenin
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0199,Luteolin
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0190,Linolenic Acid
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0026,Diosmetin
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0157,Isorhamnetin
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0457,Tricin
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0448,Tilianine
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0164,Kaempferol
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0523,Terpineol
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0547,Caryophyllene
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0498,Cynarin
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0771,"4,7,7-Trimethylbicyclo[2.2.1]Heptan-3-One"
H0729,野菊花,Indian wild chrysanthemum flower,Chrysanthemum indicum,Ye Ju Hua,清热,Heat clearence,Remove toxic heat,C0528,Alpha-Terpineol
H0730,野马追,NA,Eupatorium lindleyanum,Ye Ma Zhui,NA,NA,NA,C0285,Palmitic Acid
H0730,野马追,NA,Eupatorium lindleyanum,Ye Ma Zhui,NA,NA,NA,C0391,Scoparone
H0730,野马追,NA,Eupatorium lindleyanum,Ye Ma Zhui,NA,NA,NA,C1231,Chlorogenic Acid
H0730,野马追,NA,Eupatorium lindleyanum,Ye Ma Zhui,NA,NA,NA,C0352,Quercetin
H0730,野马追,NA,Eupatorium lindleyanum,Ye Ma Zhui,NA,NA,NA,C0199,Luteolin
H0730,野马追,NA,Eupatorium lindleyanum,Ye Ma Zhui,NA,NA,NA,C0392,Scopoletin
H0730,野马追,NA,Eupatorium lindleyanum,Ye Ma Zhui,NA,NA,NA,C0377,Rutin
H0730,野马追,NA,Eupatorium lindleyanum,Ye Ma Zhui,NA,NA,NA,C0164,Kaempferol
H0730,野马追,NA,Eupatorium lindleyanum,Ye Ma Zhui,NA,NA,NA,C0133,Hyperoside
H0730,野马追,NA,Eupatorium lindleyanum,Ye Ma Zhui,NA,NA,NA,C0935,Astragalin
H0730,野马追,NA,Eupatorium lindleyanum,Ye Ma Zhui,NA,NA,NA,C0065,Eupafolin
H0730,野马追,NA,Eupatorium lindleyanum,Ye Ma Zhui,NA,NA,NA,C0161,Jaceosidine
H0731,野玫瑰果,Rosehips,Rosa canina,Ye Mei Gui Guo,NA,NA,NA,C0919,Arctigenin
H0731,野玫瑰果,Rosehips,Rosa canina,Ye Mei Gui Guo,NA,NA,NA,C0208,Matairesinol
H0731,野玫瑰果,Rosehips,Rosa canina,Ye Mei Gui Guo,NA,NA,NA,C0333,Protocatechuic Acid
H0732,野牡丹,Common melastoma,Melastoma candidum,Ye Mu Dan,NA,NA,NA,C0354,Quercitrin
H0732,野牡丹,Common melastoma,Melastoma candidum,Ye Mu Dan,NA,NA,NA,C0255,Norepinephrine
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0333,Protocatechuic Acid
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0291,Paraben
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C1221,Catechol
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C1246,Citric Acid
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0090,Gallic Acid
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C1220,Catechin
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0476,Ursolic Acid
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0114,(-)-Epicatechin
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0046,Epigallocatechin
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0045,Epicatechin Gallate
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C1178,Beta-Sitosterol
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C1245,Citral
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C1231,Chlorogenic Acid
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0352,Quercetin
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0483,Vitexin
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0156,Isoquercetin
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0377,Rutin
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0164,Kaempferol
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0133,Hyperoside
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C1258,Coumaric Acid
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0318,P-Nitrophenol
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0190,Linolenic Acid
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0854,Acetylcholine
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0189,Linoleic Acid
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0206,Mannitol
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0532,Procyanidin B2
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C1241,Cianidanol
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0528,Alpha-Terpineol
H0733,野山楂,nippon bawthorn,Crataegus pinnatifida,Ye Shan Zha,NA,NA,NA,C0262,Oleanolic_Acid
H0734,叶下珠,Common leafflower,Phyllanthus urinaria,Ye Xia Zhu,NA,NA,NA,C0352,Quercetin
H0734,叶下珠,Common leafflower,Phyllanthus urinaria,Ye Xia Zhu,NA,NA,NA,C0090,Gallic Acid
H0734,叶下珠,Common leafflower,Phyllanthus urinaria,Ye Xia Zhu,NA,NA,NA,C0164,Kaempferol
H0735,伊贝母,Siberian fritillary equivalent plant: fritillaria walujewii,Fritillaria pallidiflora,Yi Bei Mu,化痰止咳平喘,"For desolving phlegm, stopping cougth, and soothing breathing","Remove heat from the lung, resolve phlegm, and reduce nodules",C0294,Pelargonidin
H0735,伊贝母,Siberian fritillary equivalent plant: fritillaria walujewii,Fritillaria pallidiflora,Yi Bei Mu,化痰止咳平喘,"For desolving phlegm, stopping cougth, and soothing breathing","Remove heat from the lung, resolve phlegm, and reduce nodules",C1178,Beta-Sitosterol
H0735,伊贝母,Siberian fritillary equivalent plant: fritillaria walujewii,Fritillaria pallidiflora,Yi Bei Mu,化痰止咳平喘,"For desolving phlegm, stopping cougth, and soothing breathing","Remove heat from the lung, resolve phlegm, and reduce nodules",C1234,Cholesterol
H0735,伊贝母,Siberian fritillary equivalent plant: fritillaria walujewii,Fritillaria pallidiflora,Yi Bei Mu,化痰止咳平喘,"For desolving phlegm, stopping cougth, and soothing breathing","Remove heat from the lung, resolve phlegm, and reduce nodules",C0113,Guanine
H0735,伊贝母,Siberian fritillary equivalent plant: fritillaria walujewii,Fritillaria pallidiflora,Yi Bei Mu,化痰止咳平喘,"For desolving phlegm, stopping cougth, and soothing breathing","Remove heat from the lung, resolve phlegm, and reduce nodules",C0144,Inosine
H0735,伊贝母,Siberian fritillary equivalent plant: fritillaria walujewii,Fritillaria pallidiflora,Yi Bei Mu,化痰止咳平喘,"For desolving phlegm, stopping cougth, and soothing breathing","Remove heat from the lung, resolve phlegm, and reduce nodules",C0471,Uridine
H0736,一点红,Sowthistle tasselflower,Emilia sonchifolia,Yi Dian Hong,NA,NA,"Antibacterial on Staphylococcus aureus, Bacillus pyocyaneus and Eberthella typhosus",C0049,Ergosterol
H0736,一点红,Sowthistle tasselflower,Emilia sonchifolia,Yi Dian Hong,NA,NA,"Antibacterial on Staphylococcus aureus, Bacillus pyocyaneus and Eberthella typhosus",C0898,Anandamide
H0736,一点红,Sowthistle tasselflower,Emilia sonchifolia,Yi Dian Hong,NA,NA,"Antibacterial on Staphylococcus aureus, Bacillus pyocyaneus and Eberthella typhosus",C0430,Taurine
H0736,一点红,Sowthistle tasselflower,Emilia sonchifolia,Yi Dian Hong,NA,NA,"Antibacterial on Staphylococcus aureus, Bacillus pyocyaneus and Eberthella typhosus",C0107,Glycinebetaine
H0736,一点红,Sowthistle tasselflower,Emilia sonchifolia,Yi Dian Hong,NA,NA,"Antibacterial on Staphylococcus aureus, Bacillus pyocyaneus and Eberthella typhosus",C1177,Beta Carotene
H0737,饴糖,moltose,Saccharum granorum,Yi Tang,补虚,For tonifying weakness,For tonifying qi,C0371,Riboflavin
H0738,异型南五味子,Curious kadsura,Kadsura heteroclita,Yi Xing Nan Wu Wei Zi,NA,NA,NA,C1178,Beta-Sitosterol
H0738,异型南五味子,Curious kadsura,Kadsura heteroclita,Yi Xing Nan Wu Wei Zi,NA,NA,NA,C0198,Lupeol
H0738,异型南五味子,Curious kadsura,Kadsura heteroclita,Yi Xing Nan Wu Wei Zi,NA,NA,NA,C0521,Pristimerin
H0739,薏苡仁,Jobstears seed,Coix lacryma- jobi var. ma - yuen,Yi Yi Ren,利水渗湿,For promoting diuresis and penetrating dampness,"Transform dampness and promote water metabolism, strengthen the spleen, clear heat and eliminate pus",C0001,(-)-Demecolcine
H0739,薏苡仁,Jobstears seed,Coix lacryma- jobi var. ma - yuen,Yi Yi Ren,利水渗湿,For promoting diuresis and penetrating dampness,"Transform dampness and promote water metabolism, strengthen the spleen, clear heat and eliminate pus",C0263,Oleic Acid
H0739,薏苡仁,Jobstears seed,Coix lacryma- jobi var. ma - yuen,Yi Yi Ren,利水渗湿,For promoting diuresis and penetrating dampness,"Transform dampness and promote water metabolism, strengthen the spleen, clear heat and eliminate pus",C1244,Ciprofloxacin
H0740,益智,Fructus alpinae oxyphyllae,Alpinia oxyphylla,Yi Zhi,NA,NA,NA,C0245,Niacin
H0740,益智,Fructus alpinae oxyphyllae,Alpinia oxyphylla,Yi Zhi,NA,NA,NA,C0263,Oleic Acid
H0740,益智,Fructus alpinae oxyphyllae,Alpinia oxyphylla,Yi Zhi,NA,NA,NA,C0252,Nootkatone
H0740,益智,Fructus alpinae oxyphyllae,Alpinia oxyphylla,Yi Zhi,NA,NA,NA,C1237,Chrysin
H0740,益智,Fructus alpinae oxyphyllae,Alpinia oxyphylla,Yi Zhi,NA,NA,NA,C0063,Eucalyptol
H0740,益智,Fructus alpinae oxyphyllae,Alpinia oxyphylla,Yi Zhi,NA,NA,NA,C0279,Oxyresveratrol
H0740,益智,Fructus alpinae oxyphyllae,Alpinia oxyphylla,Yi Zhi,NA,NA,NA,C0190,Linolenic Acid
H0740,益智,Fructus alpinae oxyphyllae,Alpinia oxyphylla,Yi Zhi,NA,NA,NA,C0312,Pinocembrin
H0740,益智,Fructus alpinae oxyphyllae,Alpinia oxyphylla,Yi Zhi,NA,NA,NA,C0333,Protocatechuic Acid
H0740,益智,Fructus alpinae oxyphyllae,Alpinia oxyphylla,Yi Zhi,NA,NA,NA,C0287,Palmitoleic Acid
H0740,益智,Fructus alpinae oxyphyllae,Alpinia oxyphylla,Yi Zhi,NA,NA,NA,C1178,Beta-Sitosterol
H0740,益智,Fructus alpinae oxyphyllae,Alpinia oxyphylla,Yi Zhi,NA,NA,NA,C0189,Linoleic Acid
H0740,益智,Fructus alpinae oxyphyllae,Alpinia oxyphylla,Yi Zhi,NA,NA,NA,C0188,Linalool
H0740,益智,Fructus alpinae oxyphyllae,Alpinia oxyphylla,Yi Zhi,NA,NA,NA,C0138,Icosapent
H0740,益智,Fructus alpinae oxyphyllae,Alpinia oxyphylla,Yi Zhi,NA,NA,NA,C0524,Propionic Acid
H0740,益智,Fructus alpinae oxyphyllae,Alpinia oxyphylla,Yi Zhi,NA,NA,NA,C0523,Terpineol
H0740,益智,Fructus alpinae oxyphyllae,Alpinia oxyphylla,Yi Zhi,NA,NA,NA,C0593,Lignoceric Acid
H0740,益智,Fructus alpinae oxyphyllae,Alpinia oxyphylla,Yi Zhi,NA,NA,NA,C0654,Yakuchinone A
H0740,益智,Fructus alpinae oxyphyllae,Alpinia oxyphylla,Yi Zhi,NA,NA,NA,C0797,Yakuchinone B
H0741,一枝蒿,Alpine yarrow herb,Solidago decurrens,Yi Zhi Hao,NA,NA,NA,C0354,Quercitrin
H0741,一枝蒿,Alpine yarrow herb,Solidago decurrens,Yi Zhi Hao,NA,NA,NA,C1178,Beta-Sitosterol
H0741,一枝蒿,Alpine yarrow herb,Solidago decurrens,Yi Zhi Hao,NA,NA,NA,C1203,Caffeic Acid
H0741,一枝蒿,Alpine yarrow herb,Solidago decurrens,Yi Zhi Hao,NA,NA,NA,C1231,Chlorogenic Acid
H0742,沉香,Eaglewood,Aquilaria agallocha,Chen Xiang,理气,Regulation of qi,"Promote the flow of qi and relieve pain, arrest vomiting by warming the stomach, and relieve asthma",C0534,Liriodenine
H0743,益智仁,Sharpleaf galangal,Alpinia oxyphylla,Yi Zhi Ren,补虚,For tonifying weakness,"Warm and tonify the spleen and kidneys, prevent emissions and stop diarrhea",C0245,Niacin
H0743,益智仁,Sharpleaf galangal,Alpinia oxyphylla,Yi Zhi Ren,补虚,For tonifying weakness,"Warm and tonify the spleen and kidneys, prevent emissions and stop diarrhea",C0263,Oleic Acid
H0743,益智仁,Sharpleaf galangal,Alpinia oxyphylla,Yi Zhi Ren,补虚,For tonifying weakness,"Warm and tonify the spleen and kidneys, prevent emissions and stop diarrhea",C0252,Nootkatone
H0743,益智仁,Sharpleaf galangal,Alpinia oxyphylla,Yi Zhi Ren,补虚,For tonifying weakness,"Warm and tonify the spleen and kidneys, prevent emissions and stop diarrhea",C1237,Chrysin
H0743,益智仁,Sharpleaf galangal,Alpinia oxyphylla,Yi Zhi Ren,补虚,For tonifying weakness,"Warm and tonify the spleen and kidneys, prevent emissions and stop diarrhea",C0063,Eucalyptol
H0743,益智仁,Sharpleaf galangal,Alpinia oxyphylla,Yi Zhi Ren,补虚,For tonifying weakness,"Warm and tonify the spleen and kidneys, prevent emissions and stop diarrhea",C0279,Oxyresveratrol
H0743,益智仁,Sharpleaf galangal,Alpinia oxyphylla,Yi Zhi Ren,补虚,For tonifying weakness,"Warm and tonify the spleen and kidneys, prevent emissions and stop diarrhea",C0190,Linolenic Acid
H0743,益智仁,Sharpleaf galangal,Alpinia oxyphylla,Yi Zhi Ren,补虚,For tonifying weakness,"Warm and tonify the spleen and kidneys, prevent emissions and stop diarrhea",C0312,Pinocembrin
H0743,益智仁,Sharpleaf galangal,Alpinia oxyphylla,Yi Zhi Ren,补虚,For tonifying weakness,"Warm and tonify the spleen and kidneys, prevent emissions and stop diarrhea",C0333,Protocatechuic Acid
H0743,益智仁,Sharpleaf galangal,Alpinia oxyphylla,Yi Zhi Ren,补虚,For tonifying weakness,"Warm and tonify the spleen and kidneys, prevent emissions and stop diarrhea",C0287,Palmitoleic Acid
H0743,益智仁,Sharpleaf galangal,Alpinia oxyphylla,Yi Zhi Ren,补虚,For tonifying weakness,"Warm and tonify the spleen and kidneys, prevent emissions and stop diarrhea",C1178,Beta-Sitosterol
H0743,益智仁,Sharpleaf galangal,Alpinia oxyphylla,Yi Zhi Ren,补虚,For tonifying weakness,"Warm and tonify the spleen and kidneys, prevent emissions and stop diarrhea",C0189,Linoleic Acid
H0743,益智仁,Sharpleaf galangal,Alpinia oxyphylla,Yi Zhi Ren,补虚,For tonifying weakness,"Warm and tonify the spleen and kidneys, prevent emissions and stop diarrhea",C0188,Linalool
H0743,益智仁,Sharpleaf galangal,Alpinia oxyphylla,Yi Zhi Ren,补虚,For tonifying weakness,"Warm and tonify the spleen and kidneys, prevent emissions and stop diarrhea",C0138,Icosapent
H0743,益智仁,Sharpleaf galangal,Alpinia oxyphylla,Yi Zhi Ren,补虚,For tonifying weakness,"Warm and tonify the spleen and kidneys, prevent emissions and stop diarrhea",C0524,Propionic Acid
H0743,益智仁,Sharpleaf galangal,Alpinia oxyphylla,Yi Zhi Ren,补虚,For tonifying weakness,"Warm and tonify the spleen and kidneys, prevent emissions and stop diarrhea",C0523,Terpineol
H0744,银柴胡,Lanceolate starwort,Stellaria dichotoma var. lanceolata,Yin Chai Hu,清热,Heat clearence,"Reduce heat caused by deficient yin, clear heat in infants caused by malnutrition",C0485,Wogonin
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C0416,Stearic Acid
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C0391,Scoparone
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C0923,Artepillin
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C0064,Eugenol
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C0133,Hyperoside
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C0219,Methyleugenol
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C0366,Retinol
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C0392,Scopoletin
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C1162,Benzaldehyde
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C1259,Coumarin
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C0143,Indole
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C0285,Palmitic Acid
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C0063,Eucalyptol
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C0188,Linalool
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C0447,Thymol
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C0228,M-Xylene
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C1247,Citronellol
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C1218,Carvacrol
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C0087,(4-Prop-1-En-2-Ylcyclohexen-1-Yl)Methanol
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C0231,Myristic Acid
H0745,茵陈蒿,Capillary wormwood,Artemisia capillaris,Yin Chen Hao,利水渗湿,For promoting diuresis and penetrating dampness,"Clear heat and transform dampness, relieve jaundice",C1209,Camphor
