Compound ID,"	Common name",ChemblID,CAS,PubchemID,Formula,related targets,Protein Name,Gene Symbol,UniprotID,Target Level,No. of Literature Evidence
C0456,Tretinoin,CHEMBL38,302-79-4,444795,C20H28O2,T40Q1D,Retinal dehydrogenase 1,ALDH1A1,P00352,C,1Reference(s)
C0456,Tretinoin,CHEMBL38,302-79-4,444795,C20H28O2,T33OPP,Interleukin-6,IL6,P05231,C,1Reference(s)
C0456,Tretinoin,CHEMBL38,302-79-4,444795,C20H28O2,T23VMI,Tumor necrosis factor,TNF,P01375,C,1Reference(s)
C0456,Tretinoin,CHEMBL38,302-79-4,444795,C20H28O2,T37VLU,Interferon gamma,IFNG,P01579,C,1Reference(s)
C0456,Tretinoin,CHEMBL38,302-79-4,444795,C20H28O2,T57R3V,Proliferation marker protein Ki-67,MKI67,P46013,C,1Reference(s)
C0456,Tretinoin,CHEMBL38,302-79-4,444795,C20H28O2,T80GUN,72 kDa type IV collagenase,MMP2,P08253,C,1Reference(s)
C0457,Tricin,CHEMBL454320,520-32-1,5281702,C17H14O7,T00CXT,Prostaglandin G/H synthase 1,PTGS1,P23219,A,1Reference(s)
C0457,Tricin,CHEMBL454320,520-32-1,5281702,C17H14O7,T08Q7W,Prostaglandin G/H synthase 2,PTGS2,P35354,A,1Reference(s)
C0457,Tricin,CHEMBL454320,520-32-1,5281702,C17H14O7,T08DOL,Sulfotransferase 1E1,SULT1E1,P49888,A,1Reference(s)
C0457,Tricin,CHEMBL454320,520-32-1,5281702,C17H14O7,T13KGH,Tyrosinase,TYR,P14679,A,1Reference(s)
C0458,Triclosan,CHEMBL849,NA,5564,C12H7Cl3O2,T74JJN,Fatty acid synthase,FASN,P49327,A,1Reference(s)
C0458,Triclosan,CHEMBL849,NA,5564,C12H7Cl3O2,T92E71,Corticosteroid 11-beta-dehydrogenase isozyme 2,HSD11B2,P80365,C,1Reference(s)
C0458,Triclosan,CHEMBL849,NA,5564,C12H7Cl3O2,T11GYO,Peroxisomal acyl-coenzyme A oxidase 1,ACOX1,Q15067,C,1Reference(s)
C0459,Trigonelline,CHEMBL350675,535-83-1,5570,C7H7NO2,T22OPB,Nuclear factor erythroid 2-related factor 2,NFE2L2,Q16236,A,3Reference(s)
C0459,Trigonelline,CHEMBL350675,535-83-1,5570,C7H7NO2,T58J2Y,Peroxisome proliferator-activated receptor gamma,PPARG,P37231,A,1Reference(s)
C0459,Trigonelline,CHEMBL350675,535-83-1,5570,C7H7NO2,T33KFW,Matrilysin,MMP7,P09237,C,1Reference(s)
C0460,Trioxsalen,CHEMBL1475,3902-71-4,5585,C14H12O3,T08Q7W,Prostaglandin G/H synthase 2,PTGS2,P35354,A,1Reference(s)
C0460,Trioxsalen,CHEMBL1475,3902-71-4,5585,C14H12O3,T71K92,Apoptosis regulator Bcl-2,BCL2,P10415,C,1Reference(s)
C0460,Trioxsalen,CHEMBL1475,3902-71-4,5585,C14H12O3,T80TUC,Apoptosis regulator BAX,BAX,Q07812,C,1Reference(s)
C0460,Trioxsalen,CHEMBL1475,3902-71-4,5585,C14H12O3,T88TDZ,RAC-alpha serine/threonine-protein kinase,AKT1,P31749,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T92FAW,Dual specificity protein phosphatase 1,DUSP1,P28562,A,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T44LWL,Transcription factor p65,RELA,Q04206,A,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T14LSK,E3 ubiquitin-protein ligase XIAP,XIAP,P98170,A,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T02QBS,Cytochrome P450 1A2,CYP1A2,P05177,A,2Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T85AXP,Cytochrome P450 3A4,CYP3A4,P08684,A,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T73LXA,Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B,HSPA1A;HSPA1B,P0DMV8;P0DMV9,A,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T46K2X,Heat shock 70 kDa protein 4,HSPA4,P34932,A,2Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T06RMZ,Nuclear factor NF-kappa-B p105 subunit,NFKB1,P19838,A,4Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T11BI7,Toll-like receptor 4,TLR4,O00206,A,2Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T04OVZ,Cyclin-A1,CCNA1,P78396,A,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T39KTX,General transcription and DNA repair factor IIH helicase subunit XPB,ERCC3,P19447,A,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T71BDH,Mitogen-activated protein kinase 14,MAPK14,Q16539,A,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T09BRP,NA,PKB_RS07820,NA,A,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T47H3O,Heat shock protein HSP 90-alpha,HSP90AA1,P07900,A,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T40JZG,GPI-anchor transamidase,PIGK,Q92643,A,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T25NSJ,Mitogen-activated protein kinase 3,MAPK3,P27361,A,2Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T79WXA,Mitogen-activated protein kinase 1,MAPK1,P28482,A,2Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T00T9M,Thrombospondin-1,THBS1,P07996,A,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T23VMI,Tumor necrosis factor,TNF,P01375,B,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T37VLU,Interferon gamma,IFNG,P01579,B,2Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T29MD1,Mitogen-activated protein kinase 8,MAPK8,P45983,B,2Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T32PI2,Programmed cell death 1 ligand 1,CD274,Q9NZQ7,B,2Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T54CIF,Interleukin-8,CXCL8,P10145,B,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T67HAF,Signal transducer and activator of transcription 1-alpha/beta,STAT1,P42224,B,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T42EAZ,Vascular endothelial growth factor A,VEGFA,P15692,B,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T53AOE,Transforming growth factor beta-1 proprotein [Cleaved intoLatency-associated peptide,TGFB1,P01137,B,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T71K92,Apoptosis regulator Bcl-2,BCL2,P10415,B,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T82JWE,Cellular tumor antigen p53,TP53,P04637,B,2Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T85U8U,Caspase-3,CASP3,P42574,B,2Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T87Y6K,T-cell surface glycoprotein CD1a,CD1A,P06126,B,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T11R4S,Tumor necrosis factor receptor superfamily member 5,CD40,P25942,B,2Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T23OTN,T-lymphocyte activation antigen CD80,CD80,P33681,B,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T47MPW,T-lymphocyte activation antigen CD86,CD86,P42081,B,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T08OEP,Monocyte differentiation antigen CD14,CD14,P08571,B,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T80GUN,72 kDa type IV collagenase,MMP2,P08253,B,2Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T49TDM,Matrix metalloproteinase-9,MMP9,P14780,B,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T63GUB,Proto-oncogene c-Fos,FOS,P01100,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T26KIE,Transcription factor AP-1,JUN,P05412,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T34DZ7,Interleukin-2,IL2,P60568,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T96OOK,Signal transducer and activator of transcription 3,STAT3,P40763,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T64W2K,Cyclin-dependent kinase inhibitor 1,CDKN1A,P38936,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T50V79,Interleukin-4,IL4,P05112,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T51AX1,Interleukin-23 subunit alpha,IL23A,Q9NPF7,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T30A57,C-C chemokine receptor type 7,CCR7,P32248,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T75HMM,Induced myeloid leukemia cell differentiation protein Mcl-1,MCL1,Q07820,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T19YQS,Complement C3,C3,P01024,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T56NC7,Beta-defensin 4A,DEFB4A;DEFB4B,O15263,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T08Q7W,Prostaglandin G/H synthase 2,PTGS2,P35354,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T13DHC,Disintegrin and metalloproteinase domain-containing protein 10,ADAM10,O14672,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T64X48,C-X-C chemokine receptor type 4,CXCR4,P61073,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T84P70,Urokinase-type plasminogen activator,PLAU,P00749,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T70YKV,Baculoviral IAP repeat-containing protein 3,BIRC3,Q13489,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T94H37,Cadherin-1,CDH1,P12830,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T09KPZ,Vimentin,VIM,P08670,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T98RXH,Focal adhesion kinase 1,PTK2,Q05397,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T60DK9,Rho-associated protein kinase 1,ROCK1,Q13464,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T11BL5,Serine/threonine-protein kinase Chk1,CHEK1,O14757,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T29B10,Interleukin-17A,IL17A,Q16552,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T78MPR,Synaptophysin,SYP,P08247,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T99ARN,Forkhead box protein P3,FOXP3,Q9BZS1,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T93WZG,G1/S-specific cyclin-D1,CCND1,P24385,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T30L86,Tumor necrosis factor receptor superfamily member 10B,TNFRSF10B,O14763,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T09KQF,Proliferating cell nuclear antigen,PCNA,P12004,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T10S5F,Cyclin-dependent kinase 4,CDK4,P11802,C,1Reference(s)
C0461,Triptolide,CHEMBL463763,38748-32-2,107985,C20H24O6,T86VPJ,NA,MIR224,NA,C,1Reference(s)
C0462,Tromethamine,CHEMBL1200391,77-86-1,6503,C4H11NO3,T98OJA,Mothers against decapentaplegic homolog 7,SMAD7,O15105,C,1Reference(s)
C0462,Tromethamine,CHEMBL1200391,77-86-1,6503,C4H11NO3,T15VAS,Integrin beta-1,ITGB1,P05556,C,1Reference(s)
C0462,Tromethamine,CHEMBL1200391,77-86-1,6503,C4H11NO3,T22OPB,Nuclear factor erythroid 2-related factor 2,NFE2L2,Q16236,C,1Reference(s)
C0462,Tromethamine,CHEMBL1200391,77-86-1,6503,C4H11NO3,T05O6O,Estrogen receptor beta,ESR2,Q92731,C,1Reference(s)
C0462,Tromethamine,CHEMBL1200391,77-86-1,6503,C4H11NO3,T32PI2,Programmed cell death 1 ligand 1,CD274,Q9NZQ7,C,1Reference(s)
C0463,Tryptamine,CHEMBL6640,61-54-1,1150,C10H12N2,T12BGL,Cytochrome P450 2A6,CYP2A6,P11509,A,1Reference(s)
C0463,Tryptamine,CHEMBL6640,61-54-1,1150,C10H12N2,T84W8G,Aryl hydrocarbon receptor,AHR,P35869,A,1Reference(s)
C0463,Tryptamine,CHEMBL6640,61-54-1,1150,C10H12N2,T05S5Z,"Tryptophan--tRNA ligase, mitochondrial",WARS2,Q9UGM6,A,1Reference(s)
C0464,Tryptanthrin,CHEMBL306946,13220-57-0,73549,C15H8N2O2,T11HTL,Apelin,APLN,Q9ULZ1,A,1Reference(s)
C0464,Tryptanthrin,CHEMBL306946,13220-57-0,73549,C15H8N2O2,T39M6J,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,A,1Reference(s)
C0464,Tryptanthrin,CHEMBL306946,13220-57-0,73549,C15H8N2O2,T45X9Z,Hepatocyte growth factor,HGF,P14210,B,1Reference(s)
C0464,Tryptanthrin,CHEMBL306946,13220-57-0,73549,C15H8N2O2,T85U8U,Caspase-3,CASP3,P42574,B,1Reference(s)
C0464,Tryptanthrin,CHEMBL306946,13220-57-0,73549,C15H8N2O2,T92BZ2,Catenin beta-1,CTNNB1,P35222,B,1Reference(s)
C0464,Tryptanthrin,CHEMBL306946,13220-57-0,73549,C15H8N2O2,T50WOV,ATP-dependent translocase ABCB1,ABCB1,P08183,C,1Reference(s)
C0464,Tryptanthrin,CHEMBL306946,13220-57-0,73549,C15H8N2O2,T80TUC,Apoptosis regulator BAX,BAX,Q07812,C,1Reference(s)
C0464,Tryptanthrin,CHEMBL306946,13220-57-0,73549,C15H8N2O2,T25NSJ,Mitogen-activated protein kinase 3,MAPK3,P27361,C,2Reference(s)
C0464,Tryptanthrin,CHEMBL306946,13220-57-0,73549,C15H8N2O2,T79WXA,Mitogen-activated protein kinase 1,MAPK1,P28482,C,2Reference(s)
C0465,Tubocurarine,CHEMBL339427,NA,6000,C37H40N2O6,T22H7B,Neuronal acetylcholine receptor subunit alpha-4,CHRNA4,P43681,A,1Reference(s)
C0466,Tyramine,CHEMBL11608,51-67-2,5610,C8H11NO,T76KYI,Trace amine-associated receptor 1,TAAR1,Q96RJ0,A,1Reference(s)
C0467,Tyrosol,CHEMBL53566,501-94-0,10393,C8H10O2,T79KQO,NF-kappa-B inhibitor alpha,NFKBIA,P25963,A,1Reference(s)
C0467,Tyrosol,CHEMBL53566,501-94-0,10393,C8H10O2,T81I4T,5'-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,Q13131,A,1Reference(s)
C0467,Tyrosol,CHEMBL53566,501-94-0,10393,C8H10O2,T74QXI,Serine/threonine-protein kinase mTOR,MTOR,P42345,A,1Reference(s)
C0469,Ubidecarenone,CHEMBL454801,303-98-0,5281915,C59H90O4,T21Q0D,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,P04035,A,1Reference(s)
C0469,Ubidecarenone,CHEMBL454801,303-98-0,5281915,C59H90O4,T80GUN,72 kDa type IV collagenase,MMP2,P08253,A,1Reference(s)
C0469,Ubidecarenone,CHEMBL454801,303-98-0,5281915,C59H90O4,T80TUC,Apoptosis regulator BAX,BAX,Q07812,C,1Reference(s)
C0470,Urea,CHEMBL985,NA,1176,CH4N2O,T57CRF,Lysozyme C,LYZ,P61626,A,1Reference(s)
C0470,Urea,CHEMBL985,NA,1176,CH4N2O,T96OOK,Signal transducer and activator of transcription 3,STAT3,P40763,A,1Reference(s)
C0470,Urea,CHEMBL985,NA,1176,CH4N2O,T63YQM,Bifunctional epoxide hydrolase 2 [IncludesCytosolic epoxide hydrolase 2,EPHX2,P34913,A,1Reference(s)
C0470,Urea,CHEMBL985,NA,1176,CH4N2O,T64X48,C-X-C chemokine receptor type 4,CXCR4,P61073,C,1Reference(s)
C0471,Uridine,CHEMBL100259,NA,6029,C9H12N2O6,T82JWE,Cellular tumor antigen p53,TP53,P04637,A,1Reference(s)
C0471,Uridine,CHEMBL100259,NA,6029,C9H12N2O6,T05V67,Toll-like receptor 8,TLR8,Q9NR97,B,1Reference(s)
C0472,UridineDiphosphateGlucose,CHEMBL375951,133-89-1,8629,C15H24N2O17P2,T47DYR,P2Y purinoceptor 1,P2RY1,P47900,A,1Reference(s)
C0472,UridineDiphosphateGlucose,CHEMBL375951,133-89-1,8629,C15H24N2O17P2,T33BFJ,P2Y purinoceptor 4,P2RY4,P51582,A,1Reference(s)
C0473,UridineTriphosphate,CHEMBL336296,63-39-8,6133,C9H15N2O15P3,T32UPE,P2Y purinoceptor 2,P2RY2,P41231,A,8Reference(s)
C0473,UridineTriphosphate,CHEMBL336296,63-39-8,6133,C9H15N2O15P3,T46YMA,Ras-related C3 botulinum toxin substrate 1,RAC1,P63000,A,1Reference(s)
C0473,UridineTriphosphate,CHEMBL336296,63-39-8,6133,C9H15N2O15P3,T31SX8,Bone morphogenetic protein 2,BMP2,P12643,A,1Reference(s)
C0473,UridineTriphosphate,CHEMBL336296,63-39-8,6133,C9H15N2O15P3,T19BO9,Bone morphogenetic protein 4,BMP4,P12644,A,1Reference(s)
C0473,UridineTriphosphate,CHEMBL336296,63-39-8,6133,C9H15N2O15P3,T74M0C,Bone morphogenetic protein 5,BMP5,P22003,A,1Reference(s)
C0473,UridineTriphosphate,CHEMBL336296,63-39-8,6133,C9H15N2O15P3,T47DYR,P2Y purinoceptor 1,P2RY1,P47900,A,1Reference(s)
C0473,UridineTriphosphate,CHEMBL336296,63-39-8,6133,C9H15N2O15P3,T80GUN,72 kDa type IV collagenase,MMP2,P08253,A,1Reference(s)
C0473,UridineTriphosphate,CHEMBL336296,63-39-8,6133,C9H15N2O15P3,T33BFJ,P2Y purinoceptor 4,P2RY4,P51582,A,1Reference(s)
C0473,UridineTriphosphate,CHEMBL336296,63-39-8,6133,C9H15N2O15P3,T63Z4R,Interferon regulatory factor 9,IRF9,Q00978,B,1Reference(s)
C0473,UridineTriphosphate,CHEMBL336296,63-39-8,6133,C9H15N2O15P3,T08Q7W,Prostaglandin G/H synthase 2,PTGS2,P35354,C,1Reference(s)
C0473,UridineTriphosphate,CHEMBL336296,63-39-8,6133,C9H15N2O15P3,T09H2Z,"Nitric oxide synthase, inducible",NOS2,P35228,C,1Reference(s)
C0473,UridineTriphosphate,CHEMBL336296,63-39-8,6133,C9H15N2O15P3,T10HL8,Intercellular adhesion molecule 1,ICAM1,P05362,C,1Reference(s)
C0473,UridineTriphosphate,CHEMBL336296,63-39-8,6133,C9H15N2O15P3,T28ULC,NA,MIR22,NA,C,1Reference(s)
C0473,UridineTriphosphate,CHEMBL336296,63-39-8,6133,C9H15N2O15P3,T12IEI,Cadherin-2,CDH2,P19022,C,1Reference(s)
C0474,UrsocholanicAcid,CHEMBL429432,546-18-9,92803,C24H40O2,T74P7I,G-protein coupled bile acid receptor 1,GPBAR1,Q8TDU6,A,1Reference(s)
C0475,Ursodiol,CHEMBL1551,128-13-2,31401,C24H40O4,T74P7I,G-protein coupled bile acid receptor 1,GPBAR1,Q8TDU6,A,1Reference(s)
C0475,Ursodiol,CHEMBL1551,128-13-2,31401,C24H40O4,T22OPB,Nuclear factor erythroid 2-related factor 2,NFE2L2,Q16236,A,2Reference(s)
C0475,Ursodiol,CHEMBL1551,128-13-2,31401,C24H40O4,T27M4K,Rho GTPase-activating protein 7,DLC1,Q96QB1,A,1Reference(s)
C0475,Ursodiol,CHEMBL1551,128-13-2,31401,C24H40O4,T85U8U,Caspase-3,CASP3,P42574,A,1Reference(s)
C0475,Ursodiol,CHEMBL1551,128-13-2,31401,C24H40O4,T80PUR,Caspase-7,CASP7,P55210,A,1Reference(s)
C0475,Ursodiol,CHEMBL1551,128-13-2,31401,C24H40O4,T38T1U,Caspase-8,CASP8,Q14790,A,1Reference(s)
C0475,Ursodiol,CHEMBL1551,128-13-2,31401,C24H40O4,T64LKA,Bile salt export pump,ABCB11,O95342,A,1Reference(s)
C0475,Ursodiol,CHEMBL1551,128-13-2,31401,C24H40O4,T24C0P,Bile acid receptor,NR1H4,Q96RI1,A,3Reference(s)
C0475,Ursodiol,CHEMBL1551,128-13-2,31401,C24H40O4,T23P74,Caspase-9,CASP9,P55211,A,1Reference(s)
C0475,Ursodiol,CHEMBL1551,128-13-2,31401,C24H40O4,T94K7H,Cytochrome P450 7A1,CYP7A1,P22680,B,1Reference(s)
C0475,Ursodiol,CHEMBL1551,128-13-2,31401,C24H40O4,T39M6J,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,C,1Reference(s)
C0475,Ursodiol,CHEMBL1551,128-13-2,31401,C24H40O4,T71BV3,Glutathione peroxidase 1,GPX1,P07203,C,1Reference(s)
C0475,Ursodiol,CHEMBL1551,128-13-2,31401,C24H40O4,T68VY3,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",DDAH1,O94760,C,1Reference(s)
C0475,Ursodiol,CHEMBL1551,128-13-2,31401,C24H40O4,T91X8E,Sterol carrier protein 2,SCP2,P22307,C,1Reference(s)
C0475,Ursodiol,CHEMBL1551,128-13-2,31401,C24H40O4,T44ISH,Transcription factor MafG,MAFG,O15525,C,1Reference(s)
C0475,Ursodiol,CHEMBL1551,128-13-2,31401,C24H40O4,T97FEF,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,C,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T58XLK,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,P18031,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T90ZKN,Cathepsin B,CTSB,P07858,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T70OGQ,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,P05023,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T83YZD,Acetylcholinesterase,ACHE,P22303,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T63GUB,Proto-oncogene c-Fos,FOS,P01100,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T73EVE,Cyclic AMP-dependent transcription factor ATF-2,ATF2,P15336,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T75B9S,Cyclic AMP-responsive element-binding protein 1,CREB1,P16220,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T45G32,Proto-oncogene tyrosine-protein kinase Src,SRC,P12931,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T34FQX,Protein kinase C zeta type,PRKCZ,Q05513,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T74QOR,Tyrosine-protein kinase JAK3,JAK3,P52333,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T25NSJ,Mitogen-activated protein kinase 3,MAPK3,P27361,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T79WXA,Mitogen-activated protein kinase 1,MAPK1,P28482,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T04H8Y,Beta-secretase 1,BACE1,P56817,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T58J2Y,Peroxisome proliferator-activated receptor gamma,PPARG,P37231,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T57L0X,Oxysterols receptor LXR-alpha,NR1H3,Q13133,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T68XXK,"4-aminobutyrate aminotransferase, mitochondrial",ABAT,P80404,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T01QLH,Estrogen receptor,ESR1,P03372,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T57HGP,Tumor necrosis factor receptor superfamily member 6,FAS,P25445,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T32KN9,Alpha-amylase 1A,AMY1A,P0DUB6,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T49ORJ,Peroxisome proliferator-activated receptor alpha,PPARA,Q07869,A,3Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T12PIB,Lysosomal alpha-glucosidase,GAA,P10253,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T06RMZ,Nuclear factor NF-kappa-B p105 subunit,NFKB1,P19838,A,2Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T50SX0,Nuclear receptor subfamily 1 group I member 2,NR1I2,O75469,A,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T49TDM,Matrix metalloproteinase-9,MMP9,P14780,B,4Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T44LWL,Transcription factor p65,RELA,Q04206,B,7Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T79KQO,NF-kappa-B inhibitor alpha,NFKBIA,P25963,B,3Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T26KIE,Transcription factor AP-1,JUN,P05412,B,1Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T23VMI,Tumor necrosis factor,TNF,P01375,B,3Reference(s)
C0476,UrsolicAcid,CHEMBL169,77-52-1,64945,C30H48O3,T33OPP,Interleukin-6,IL6,P05231,B,1Reference(s)
